"BFH1_S123"	"BFH10_S128"	"BFH11_S129"	"BFH12_S130"	"BFH13_S131"	"BFH14_S132"	"BFH15_S133"	"BFH16_S134"	"BFH17_S135"	"BFH18_S136"	"BFH19_S137"	"BFH20_S138"	"BFH21_S139"	"BFH22_S140"	"BFH23_S141"	"BFH25_S143"	"BFH28_S146"	"BFH29_S147"	"BFH30_S148"	"BFH31_S149"	"BFH32_S150"	"BFH33_S151"	"BFH34_S152"	"BFH35_S153"	"BFH36_S154"	"BFH37_S155"	"BFH38A_S156"	"BFH39_S158"	"BFH4_S124"	"BFH40_S159"	"BFH41_S160"	"BFH6_S125"	"BFH8_S126"	"BFH9_S127"	"BH01_S76"	"BH02_S77"	"BH03_S78"	"BH05_S80"	"BH06_S81"	"BH07_S82"	"BH09_S83"	"BH27_S92"	"BH29_S93"	"BH30_S94"	"BH34A_S98"	"BH35_S100"	"BH36_S101"	"BH37_S102"	"BH38_S103"	"BH39_S104"	"BH44_S105"	"BH46_S107"	"BH47_S108"	"BH48_S109"	"BH49_S110"	"BH50_S111"	"BH58_S113"	"BH60_S115"	"BH61_S116"	"FH1_S162"	"FH2_S163"	"FH3_S164"	"FH4_S165"	"FH5_S166"	"FH6_S167"	"FH7_S168"	"FH9_S170"
"LlmA_ARO:3003982_APB03216.1"	2.87125301481567e-05	0	0	0	2.05884169566202e-05	0	0	4.67814371257485e-05	0	0	0	0	0	0	0	0	0	3.31240994385465e-05	0	0	0	0	0	0	1.49965507933175e-05	0	1.04121113679432e-05	9.31280790471135e-06	5.92873658623347e-05	3.43206232625184e-05	9.97904400758407e-06	0	0	0	0	0	0	0	6.03737132852356e-05	0	0	0	0	0	2.7384505846592e-05	0	0	0	0	0	0	3.05222354485242e-05	2.34725254090088e-05	0	0	0	0	0	1.87532818243193e-05	0	0	5.80357790577891e-05	1.30401898651644e-05	0	1.48533234311177e-05	0	0
"cpxA_ARO:3000830_BAB38260.1"	0.000229700241185253	8.18509221870566e-05	0.000319693094629156	0.000142207053469852	0.000102942084783101	8.5149863760218e-05	0.000154095076662301	0.000678330838323353	0.000222321031569586	0.000267651624645362	0.0377303213250604	0.00028183403498265	0.000274423710208562	0.00165047141589817	0.000117414203763964	0.000778041927814999	0.00335218168087967	0.00339522019245102	0.0103871470345824	0.0115846420745069	0.000819849642669307	0.00472755000293272	0.00286299309620019	0.00580005907467576	0.00113973786029213	0.00644109886698743	0.000739259907123967	0.00625820691196603	0.000158099642299559	0.0015558682545675	0.00326314739047999	0.000319394624342784	0.000587319016368326	0.000616477202673045	0.000612547553033722	0.0104741845505778	0.000403307118370639	0.000110126094378063	0.000513176562924503	5.19615484541439e-05	0.0235866465358161	0.000385777663473285	0.000348062452348593	0.00065989406963619	0.0013692252923296	9.84809316296132e-05	0.000575811791802908	0.000149717408391661	0	0.000406696942994645	0.00025279884434814	0.000244177883588194	0.000234725254090088	0.00163541415004925	0.000505783883441288	0.000660254858375333	0.000415894740821959	0.00022082367229767	0.000393818918310704	0.0129789480221077	0.00220537945088843	0.000304687840053393	0.00456406645280755	0.0107809908415663	0.00148533234311177	0.0142306157733741	0.00107663525009707
"arlS_ARO:3000839_ABD30512.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447175342420378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14320924151825e-05	0	0	0	0	0	0	0	3.38914119162204e-05	0	0	0	0	1.63156091432674e-05	0	0	0	0	0	0	0	0	0	0	0	0
"ACT-10_ARO:3001832_AEV91214.1"	0	0	0	0	0	0	0	2.33907185628743e-05	0	0	0.00128697435468176	0	0	4.12617853974541e-05	0	0	0	0	0	4.56537618699781e-05	1.54688611824398e-05	1.17308933075254e-05	0.000181202094696215	9.39824387100239e-05	1.49965507933175e-05	5.54311434336267e-05	0	0	1.97624552874449e-05	1.14402077541728e-05	9.97904400758407e-06	0	0	0	0	0.000412705641259179	0	0	0	0	0.00221439355812783	0	0	3.47312668229574e-05	0	0	2.05647068501039e-05	0	0	0	0	0	2.34725254090088e-05	0	0	0	0	0	1.87532818243193e-05	0.000455401684986234	4.18742933712994e-05	0	0.000208643037842631	6.00947092617966e-05	1.48533234311177e-05	1.66245511371193e-05	0
"OXA-278_ARO:3001681_AGI65307.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96861491578198e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48533234311177e-05	0	0
"ANT(4')-IIb_ARO:3002625_AAM76670.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65620497192733e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AAC(3)-IIIa_ARO:3002536_CAA39184.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.60254858375333e-05	0	0	0	0	0	0	0	0	0	0	0
"OXA-147_ARO:3001801_ACO72579.1"	0	0	2.66410912190963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8418580664174e-05	0	0	2.2826880934989e-05	0	0	0	0	0	0	0	0	0	0	0	9.8275269028549e-05	0	0	0	2.84624580178744e-05	0	0	0	0	0	2.14320924151825e-05	0	1.73656334114787e-05	2.7384505846592e-05	0	0	0	2.08715979295375e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CMY-25_ARO:3002036_ACA30420.1"	0	0	0	0	0	0	0	2.33907185628743e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17308933075254e-05	0	0	0	1.10862286867253e-05	0	0	0	1.14402077541728e-05	9.97904400758407e-06	0	2.55356094073185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CMY-79_ARO:3002092_AFK73446.1"	0	0	0	0	2.05884169566202e-05	0	0	0	0	0	5.23160306781204e-05	0	0	0	0	0	0	1.65620497192733e-05	0	0	0	0	0	1.34260626728606e-05	2.99931015866351e-05	0	0	6.51896553329794e-05	0	2.28804155083456e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7384505846592e-05	0	4.11294137002077e-05	0	0	0	0	0	0	0	1.63156091432674e-05	2.20084952791778e-05	0	0	9.37664091215963e-05	0	0	0	1.30401898651644e-05	0	0	1.66245511371193e-05	0
"msrA_ARO:3000251_CAA36304.1"	0	0	0	0	0	0	0	0	0	0	0	0	3.43029637760703e-05	0	0	0	0	0.000612795839613111	1.12903772115026e-05	0	0	0	0	1.34260626728606e-05	0	3.3258686060176e-05	0	0	0	1.14402077541728e-05	9.97904400758407e-06	0	0	0	0	0	0	0	0	0	0	0.000235753016567007	0	1.73656334114787e-05	0	0	0	0	0	0	0	0	0	0	4.89468274298021e-05	0	1.89043064009981e-05	0	0	4.14001531805668e-05	0	0	0	0	0	0	0
"RlmA(II)_ARO:3001301_AJD73064.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77422632690158e-05	2.2826880934989e-05	1.54688611824398e-05	0	0	4.02781880185817e-05	0	0	0	0	0	0	2.99371320227522e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71685034102102e-05	0	4.40169905583555e-05	0	0	1.87532818243193e-05	0	0	1.45089447644473e-05	0	0	0	0	0
"mel_ARO:3000616_AAL73129.1"	0.000631675663259446	0.000845792862599585	0.000879156010230179	0.000995449374288965	0.000370591505219164	8.5149863760218e-05	0.0011813955877443	0.00502900449101796	0.000222321031569586	0.00511214603072641	0.00023019053498373	0.0011273361399306	6.86059275521405e-05	0.00195993480637907	0.000100640746083398	0.000129673654635833	0.000994603355865397	0.0030971032975041	0.00464034503392758	0.000547845142439737	0.000680629892027349	0.00236964044812012	0.000398644608331672	0.00104723288848312	7.49827539665877e-05	0.000598656349083169	0.00294662751712792	0.0102999655426108	0.00152170905713326	0.00549129972200295	0.00428100987925357	0.000294825807085647	0.00104695998570006	7.39772643207654e-05	3.22393448965117e-05	4.26936870268116e-05	0.000564629965718895	0.000688288089862893	0.000664110846137592	0.000311769290724864	0	0.000471506033134015	0.00187290748168529	0.00111140053833464	0.00186214639756826	0.00263436492109215	0.00493552964402492	0.00265748399895198	0.0020036734012356	0.00240629024605165	0.000938967136150235	0.00134297835973507	0.00119709879585945	0.00098496534037057	0.000978936548596042	0.00294913836740982	0.00198495217210481	0.00154576570608369	0.000525091891080939	0.000600302221118218	0.00171684602822327	0.00359821830158293	0.00633753227446992	0.000216340953342468	0.000237653174897883	0.00172895331826041	0.000229446856578065
"tet(59)_ARO:3004441_AMP42492.1"	0	0	0	0	0	0	0	0	0	2.67651624645362e-05	5.23160306781204e-05	0	0	0	0	0	0	0.000115934348034913	1.12903772115026e-05	0	0	0	0	0	0	0	0	9.31280790471135e-06	0	2.28804155083456e-05	0	0	0	0	0	1.42312290089372e-05	0	0	0	2.5980774227072e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOX-8_ARO:3002190_AGH56079.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100640746083398	6.48368273179166e-05	3.6837161328348e-05	0	7.90326404805185e-05	5.70672023374726e-05	1.54688611824398e-05	1.17308933075254e-05	3.62404189392429e-05	0.000631024945624446	0.000164962058726493	0.000365845546661937	3.12363341038296e-05	2.79384237141341e-05	0	2.28804155083456e-05	9.97904400758407e-06	0	0	0	6.44786897930234e-05	1.42312290089372e-05	0	0	0	0	0	2.14320924151825e-05	0	0	0	0	2.05647068501039e-05	0	0	0	0	0	0	3.71685034102102e-05	0	0	0	0	0	0.0001242004595417	1.39580977904331e-05	1.45089447644473e-05	0.000273843987168453	0.000156246244080671	1.48533234311177e-05	0	0
"AAC(6')-Ia_ARO:3002545_AAA98298.1"	0	0	0	3.5551763367463e-05	0	0	0	0	0	0	0.000376675420882467	0	0.000240120746432492	2.06308926987271e-05	0.000100640746083398	8.64491030905554e-05	0.000202604387305914	1.65620497192733e-05	0	0	3.09377223648795e-05	1.17308933075254e-05	0	0.000174538814747187	0	0	8.32968909435455e-05	0	1.97624552874449e-05	2.28804155083456e-05	9.97904400758407e-06	0.000122844086285686	0	0	0	0	0	0	3.01868566426178e-05	0	0	0	0.000116020817449531	6.94625336459147e-05	0	7.38606987222099e-05	0	0	6.26147937886125e-05	0	7.22282412423257e-05	0	0	5.57527551153153e-05	8.15780457163368e-05	0	0	0	0	4.14001531805668e-05	0	0.000130580502880026	0	0	0	0	0
"mdtC_ARO:3000794_AAC75137.1"	0.00017227518088894	8.18509221870566e-05	0.000745950554134697	0.000248862343572241	0.000514710423915505	0.000879881925522252	0.000205460102216401	0.00109936377245509	5.55802578923966e-05	0.000133825812322681	0.0313268391700585	0.000211375526236987	0.000514544456641054	0.00162984052319944	0.000117414203763964	0.00129673654635833	0.00451255226272263	0.00238493515957535	0.00697745311670863	0.00787527392257122	0.000479534696655632	0.00320253387295443	0.00197510283218874	0.00477967831153836	0.00127470681743199	0.00427928427307598	0.000843381020803399	0.0053362389293996	0.000415011561036343	0.000995298074613035	0.00184612314140305	0.000368532258857059	0.000638390235182963	0.000419204497817671	0.000934941001998839	0.00708715204645073	0.000403307118370639	0.000220252188756126	0.000150934283213089	0.000155884645362432	0.02237879550411	0.000492938125549197	0.000381211257334173	0.000434140835286967	0.00134184078648301	0.00029544279488884	0.000616941205503116	0.000262005464685406	0.0003339455668726	0.000372805531078425	0.000325027085590466	0.000366266825382291	0.000140835152454053	0.000854875578434834	0.000358943401151882	0.000616237867816977	0.000378086128019963	0.000239225644989143	0.000731377991148451	0.0071001262704672	0.000991024943120751	0.000217634171466709	0.00319484651696529	0.0101199490396865	0.000980319346453769	0.00857826838675356	0.00109428500829539
"FosA6_ARO:3004111_AMQ12811.1"	0	2.72836407290189e-05	2.66410912190963e-05	0	0	0	0	0	0	0	5.23160306781204e-05	0	0	0	1.67734576805663e-05	0	0	0	0.000191936412595545	0.00117558436815194	0	0.000281541439380609	3.62404189392429e-05	2.68521253457211e-05	1.49965507933175e-05	0.00047670783352919	0	0.000335261084569609	0	0	0.000139706616106177	0	5.1071218814637e-05	0	0	0.000384243183241305	0	0	0	0	0	0	0	5.20969002344361e-05	8.2153517539776e-05	0	0	0	0	0	0	0	2.34725254090088e-05	1.85842517051051e-05	1.63156091432674e-05	0	0	3.68039453829451e-05	0	0.000248400919083401	1.39580977904331e-05	0	5.21607594606577e-05	6.00947092617966e-05	4.45599702933531e-05	9.97473068227158e-05	0
"ANT(3'')-IIc_ARO:3004091_ENU37733"	0	0	0	3.5551763367463e-05	0	0	0	2.33907185628743e-05	0.00016674077367719	0	0	0.000264219407796234	0.000137211855104281	4.12617853974541e-05	1.67734576805663e-05	8.64491030905554e-05	0.00152874219512644	0.000198744596631279	3.38711316345079e-05	0	0.000293908362466355	7.03853598451522e-05	9.06010473481074e-05	0	1.49965507933175e-05	6.65173721203521e-05	0	2.79384237141341e-05	0	0	5.98742640455044e-05	0	0.000102142437629274	0	0	1.42312290089372e-05	4.03307118370639e-05	0	3.01868566426178e-05	0	0	0	3.31488049855803e-05	0	0	0	0.000102823534250519	0	2.08715979295375e-05	0	0	3.05222354485242e-05	0	7.43370068204204e-05	0	4.40169905583555e-05	0	0	0	0.000745202757250202	0.00062811440056949	0.000739956182986811	0.000182562658112302	3.6056825557078e-05	0.000282213145191237	8.31227556855965e-05	8.82487909915634e-05
"OXA-228_ARO:3001691_AFM55001.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39580977904331e-05	0	1.30401898651644e-05	0	0	0	0
"GOB-10_ARO:3004802_AAT68577.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81202094696215e-05	0	7.49827539665877e-05	1.10862286867253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71028350947827e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dfrD_ARO:3002866_AAA85213.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32968909435455e-05	9.31280790471135e-06	0	1.14402077541728e-05	9.97904400758407e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"emeA_ARO:3003551_BAC11911.1"	0	5.45672814580378e-05	0	0	4.11768339132404e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64518860575132e-05	2.2826880934989e-05	0	2.34617866150507e-05	0	1.34260626728606e-05	0	0	6.24726682076591e-05	0.000195568965998938	0	0.000114402077541728	3.99161760303363e-05	0	0	2.46590881069218e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38914119162204e-05	0	0	0	1.85842517051051e-05	1.63156091432674e-05	0	0	0	0	4.14001531805668e-05	4.18742933712994e-05	0.000174107337173367	0.00233419398586443	0.000192303069637749	0.000118826587448942	1.66245511371193e-05	0
"Escherichia_ARO:3004290_AAC77110.1"	5.74250602963133e-05	0	0.000133205456095482	0	4.11768339132404e-05	2.83832879200727e-05	0	0.000280688622754491	0	5.35303249290723e-05	0.00290877130570349	0	0	0.000660188566359266	0	0.000280959585044305	0.00147348645313392	0.000910912734560029	0.00360163033046934	0.000388056975894814	0.000170157473006837	0.00151328523667077	0.000289923351513943	0.000214817002765769	2.99931015866351e-05	0.00124165761291324	0.000343599675142125	0.00265415025284273	1.97624552874449e-05	0.000617771218725332	0.000997904400758407	0.00027025698982851	2.55356094073185e-05	0.000197272704855374	0	0	0	0	3.01868566426178e-05	0	0	8.572836966073e-05	6.62976099711605e-05	1.73656334114787e-05	0.000219076046772736	7.38606987222099e-05	0.000308470602751558	0.000112288056293746	8.34863917181499e-05	0.000406696942994645	7.22282412423257e-05	3.05222354485242e-05	0.000211252728681079	7.43370068204204e-05	0.000130524873146139	0.000132050971675067	1.89043064009981e-05	7.36078907658901e-05	0.000150026254594554	0.000807302987021052	0.000265203858018229	0.00015959839240892	0.000534647784471742	0.00312492488161342	0.000297066468622354	0.00455512701157069	1.76497581983127e-05
"adeS_ARO:3000549_ADM92606.1"	8.613759044447e-05	0	0	0	0	0	2.56825127770501e-05	0	0	0	0	5.28438815592468e-05	6.86059275521405e-05	0	0	0.000259347309271666	1.8418580664174e-05	0.000463737392139651	3.38711316345079e-05	2.2826880934989e-05	0	0.00136078362367294	5.43606284088644e-05	2.68521253457211e-05	7.49827539665877e-05	2.21724573734507e-05	5.2060556839716e-05	4.65640395235567e-05	0	1.14402077541728e-05	9.97904400758407e-06	2.45688172571372e-05	0	0	0.00019343606937907	0	0	0	0	0	6.71028350947827e-05	0	0	3.47312668229574e-05	0	2.46202329074033e-05	2.05647068501039e-05	0	0	0	0	0	2.34725254090088e-05	0	0.00030999657372208	0	0	1.84019726914725e-05	0	0.000103500382951417	5.58323911617325e-05	1.45089447644473e-05	1.30401898651644e-05	3.6056825557078e-05	0.000103973264017824	3.32491022742386e-05	3.52995163966254e-05
"AAC(3)-Ia_ARO:3002528_AAG15269.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12903772115026e-05	3.42403214024836e-05	0	1.17308933075254e-05	3.62404189392429e-05	0.00202733546360194	0	0	0	0	0	0	9.97904400758407e-06	0	0	0	0	0	0	0	0	0	0	0	9.94464149567408e-05	1.73656334114787e-05	2.7384505846592e-05	0	4.11294137002077e-05	0	0	0	0	0	0	0	4.89468274298021e-05	2.20084952791778e-05	0	0	0	0.000476101761576518	0	5.80357790577891e-05	0.000286884177033618	0	5.94132937244708e-05	6.64982045484772e-05	1.76497581983127e-05
"tva(A)_ARO:3004730_SOX29786.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31280790471135e-06	0	1.14402077541728e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SHV-119_ARO:3001340_AIG51284.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31280790471135e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73656334114787e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AAC(6')-Iw_ARO:3002567_AAD03495.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.97904400758407e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30401898651644e-05	0	1.48533234311177e-05	0	0
"AxyY_ARO:3004144_EGP45231.1"	5.74250602963133e-05	0.000600240096038415	5.32821824381927e-05	0	2.05884169566202e-05	8.5149863760218e-05	0.0001027300511082	2.33907185628743e-05	5.55802578923966e-05	2.67651624645362e-05	0.000313896184068722	3.52292543728312e-05	0.000102908891328211	0.00049514142476945	0.000184508034486229	0.000475470066998055	9.20929033208701e-05	0.00081154043624439	3.38711316345079e-05	1.14134404674945e-05	0.000433128113108313	0.000375388585840812	0.000308043560983565	0.000322225504148653	0.000509882726972796	0.000110862286867253	0.000551841902500989	0.000102440886951825	5.92873658623347e-05	2.28804155083456e-05	3.99161760303363e-05	4.91376345142745e-05	0	0.00120829531723917	0.0717325423947385	5.69249160357488e-05	0.000241984271022384	5.50630471890314e-05	9.05605699278534e-05	0	0.0578090924341553	0.000128592554491095	1.65744024927901e-05	0	5.4769011693184e-05	2.46202329074033e-05	4.11294137002077e-05	7.48587041958304e-05	0	3.38914119162204e-05	7.22282412423257e-05	6.10444708970485e-05	0.000140835152454053	0.000167258265345946	0	0	1.89043064009981e-05	5.52059180744176e-05	5.62598454729578e-05	4.14001531805668e-05	0.000195413369066064	1.45089447644473e-05	2.60803797303289e-05	1.20189418523593e-05	0	9.97473068227158e-05	0.000158847823784814
"VEB-7_ARO:3002376_ACO56763.1"	0	0	5.32821824381927e-05	0	0	0	0	4.67814371257485e-05	0	2.67651624645362e-05	4.18528245424963e-05	5.28438815592468e-05	0	2.06308926987271e-05	8.38672884028314e-05	0	0.000128930064649218	0	1.12903772115026e-05	3.42403214024836e-05	0	7.03853598451522e-05	1.81202094696215e-05	5.37042506914422e-05	0	8.86898294938028e-05	0.000166593781887091	1.86256158094227e-05	0	3.43206232625184e-05	9.97904400758407e-06	0	0	0	3.22393448965117e-05	0	0	2.75315235945157e-05	0	7.79423226812159e-05	0	6.42962772455475e-05	1.65744024927901e-05	0	2.7384505846592e-05	4.92404658148066e-05	0.000102823534250519	0	0	3.38914119162204e-05	0.000180570603105814	0	0	7.43370068204204e-05	1.63156091432674e-05	0	1.89043064009981e-05	3.68039453829451e-05	7.5013127297277e-05	0	0	0	0	0	0	0	0
"tet(35)_ARO:3000481_AAK37619.1"	0	0	5.32821824381927e-05	0	0	0	0	2.33907185628743e-05	0	8.02954873936085e-05	1.04632061356241e-05	0	0	2.06308926987271e-05	1.67734576805663e-05	0	1.8418580664174e-05	3.31240994385465e-05	0	0	0	0	0	0	2.99931015866351e-05	1.10862286867253e-05	0	0	0	0	9.97904400758407e-06	0	0	0	0	1.42312290089372e-05	0	0	0	0	0	0	0	0	0	2.46202329074033e-05	2.05647068501039e-05	0	0	0	0	0	0	0	1.63156091432674e-05	0	0	0	0	2.07000765902834e-05	0	0	0	0	0	0	1.76497581983127e-05
"rphA_ARO:3000444_AIA08936.1"	5.74250602963133e-05	5.45672814580378e-05	0	3.5551763367463e-05	0	5.67665758401453e-05	0	0	0	5.35303249290723e-05	0	3.52292543728312e-05	6.86059275521405e-05	0	0	0	0	1.65620497192733e-05	0	1.14134404674945e-05	0	0	0	2.68521253457211e-05	1.49965507933175e-05	1.10862286867253e-05	1.04121113679432e-05	0	1.97624552874449e-05	4.57608310166913e-05	9.97904400758407e-06	0	0	7.39772643207654e-05	0	0	0.000120992135511192	5.50630471890314e-05	0	0	0	2.14320924151825e-05	0	0	2.7384505846592e-05	2.46202329074033e-05	2.05647068501039e-05	3.74293520979152e-05	2.08715979295375e-05	6.77828238324409e-05	0	9.15667063455728e-05	0	0	0	0	3.78086128019963e-05	0	0	2.07000765902834e-05	0	1.45089447644473e-05	0	0	0	0	0
"Acinetobacter_ARO:3004577_ACQ82816.1"	8.613759044447e-05	0	0	0	0	0	0	2.33907185628743e-05	0	0	1.04632061356241e-05	7.04585087456624e-05	0	0	0	0.000713205100497082	0.000239441548634262	0.000331240994385465	2.25807544230053e-05	5.70672023374726e-05	0	0.00228752419496745	0.000199322304165836	0	2.99931015866351e-05	4.43449147469014e-05	2.08242227358864e-05	9.31280790471135e-05	0	2.28804155083456e-05	2.99371320227522e-05	0	0	2.46590881069218e-05	9.67180346895351e-05	0	0	0	3.01868566426178e-05	0	0	0	1.65744024927901e-05	0	0	0	0.000123388241100623	0	6.26147937886125e-05	6.77828238324409e-05	0	0	7.04175762270263e-05	3.71685034102102e-05	0.000505783883441288	2.20084952791778e-05	1.89043064009981e-05	0	1.87532818243193e-05	0	2.79161955808662e-05	0	2.60803797303289e-05	0	1.48533234311177e-05	0	0
"mdsA_ARO:3000789_AAL19306.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49965507933175e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39580977904331e-05	0	0	0	0	0	0
"vanHA_ARO:3002942_AAA65955.1"	2.87125301481567e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8418580664174e-05	3.31240994385465e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00428491585418866	0.000977066845330318	0	0	0	0	0.000199494613645432	0
"arr-2_ARO:3002847_AAC64366.1"	8.613759044447e-05	0	2.66410912190963e-05	0.000142207053469852	2.05884169566202e-05	2.83832879200727e-05	5.13650255541002e-05	7.01721556886228e-05	0	2.67651624645362e-05	8.37056490849926e-05	0.000299448662169065	0.000137211855104281	0.00136163891811599	0.000352242611291892	0.00110222606440458	0.00027627870996261	0.00109309528147204	0.00125323187047679	0.00256802410518627	0.000324846084831235	0.00116135843744501	0.000924130682950695	0.000604172820278725	0.00746828229507213	0.00614177069244584	0.000114533225047375	0.000232820197617784	0	0.000228804155083456	0.00085819778465223	0.000147412903542823	2.55356094073185e-05	0	0	0.00113849832071498	4.03307118370639e-05	0	0	7.79423226812159e-05	0	0.0017145673932146	0.000331488049855803	0.000138925067291829	0.000301229564312512	0.000123101164537017	0.000370164723301869	0.000486581577272897	0.000104357989647687	0.000271131295329763	0	0.00204498977505112	0.000352087881135131	0.00117080785742162	0.000407890228581684	8.80339811167111e-05	0	1.84019726914725e-05	1.87532818243193e-05	0	0	0	0.000964974050022168	0	0	1.66245511371193e-05	0
"PER-2_ARO:3002364_CAA63714.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89043064009981e-05	0	0	0	0	0	0	0	0	0	1.76497581983127e-05
"AAC(3)-IV_ARO:3002539_ABB43029.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aadA9_ARO:3002609_ABG49324.1"	0	2.72836407290189e-05	7.9923273657289e-05	3.5551763367463e-05	2.05884169566202e-05	0.000227066303360581	5.13650255541002e-05	4.67814371257485e-05	0	2.67651624645362e-05	0.000188337710441233	0.000352292543728312	6.86059275521405e-05	0.000123785356192362	0.000167734576805663	8.64491030905554e-05	0.000202604387305914	0.000298116894946919	5.64518860575132e-05	7.98940832724617e-05	7.73443059121987e-05	0.000140770719690304	0.00012684146628735	0.000765285572353052	0.000134968957139858	0.000199552116361056	0.000114533225047375	5.58768474282681e-05	1.97624552874449e-05	4.57608310166913e-05	4.98952200379204e-05	9.8275269028549e-05	2.55356094073185e-05	2.46590881069218e-05	0.000225675414275582	0.000227699664142995	0.000120992135511192	0.000357909806728704	6.03737132852356e-05	0	0.000301962757926522	0.00025718510898219	0.000182318427420691	6.94625336459147e-05	0.000191691540926144	0.00022158209616663	0.000164517654800831	7.48587041958304e-05	0.000187844381365837	3.38914119162204e-05	0.00501986276634164	0.000274700119036718	0.000140835152454053	0.000501774796037838	0.000146840482289406	0.000110042476395889	7.56172256039926e-05	7.36078907658901e-05	7.5013127297277e-05	6.21002297708502e-05	8.37485867425987e-05	2.90178895288946e-05	1.30401898651644e-05	0	0	8.31227556855965e-05	3.52995163966254e-05
