"BFH1_S123"	"BFH10_S128"	"BFH11_S129"	"BFH12_S130"	"BFH13_S131"	"BFH14_S132"	"BFH15_S133"	"BFH16_S134"	"BFH17_S135"	"BFH18_S136"	"BFH19_S137"	"BFH20_S138"	"BFH21_S139"	"BFH22_S140"	"BFH23_S141"	"BFH25_S143"	"BFH28_S146"	"BFH29_S147"	"BFH30_S148"	"BFH31_S149"	"BFH32_S150"	"BFH33_S151"	"BFH34_S152"	"BFH35_S153"	"BFH36_S154"	"BFH37_S155"	"BFH38A_S156"	"BFH39_S158"	"BFH4_S124"	"BFH40_S159"	"BFH41_S160"	"BFH6_S125"	"BFH8_S126"	"BFH9_S127"	"BH01_S76"	"BH02_S77"	"BH03_S78"	"BH05_S80"	"BH06_S81"	"BH07_S82"	"BH09_S83"	"BH27_S92"	"BH29_S93"	"BH30_S94"	"BH34A_S98"	"BH35_S100"	"BH36_S101"	"BH37_S102"	"BH38_S103"	"BH39_S104"	"BH44_S105"	"BH46_S107"	"BH47_S108"	"BH48_S109"	"BH49_S110"	"BH50_S111"	"BH58_S113"	"BH60_S115"	"BH61_S116"	"FH1_S162"	"FH2_S163"	"FH3_S164"	"FH4_S165"	"FH5_S166"	"FH6_S167"	"FH7_S168"	"FH9_S170"
"vanSC_ARO:3002933_AAF86642.1"	0	0	0	0	0	0	0	2.33907185628743e-05	0	0	0	0	0	0	0	0	0	0	1.12903772115026e-05	1.14134404674945e-05	0	0	0	0	1.49965507933175e-05	0	0	0	0	2.28804155083456e-05	9.97904400758407e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07000765902834e-05	0	0	3.91205695954933e-05	0.000192303069637749	0	0	0.000123548307388189
"OXA-454_ARO:3003610_BAR45714.1"	0	0	0	3.5551763367463e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28804155083456e-05	9.97904400758407e-06	0	0	0	0	1.42312290089372e-05	0	0	0	0	0	0	1.65744024927901e-05	0	5.4769011693184e-05	4.92404658148066e-05	0	0	0	0	3.61141206211629e-05	0	0	0	0	0	0	0	0	2.07000765902834e-05	0	0	0.000326004746629111	0	0	0	0
"TEM-206_ARO:3001383_AGK82336.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07000765902834e-05	0	0	0	0	0	0	0
"dfrF_ARO:3002867_AAD01868.1"	0.000401975422074193	0.000163701844374113	0.000426257459505541	3.5551763367463e-05	0.000102942084783101	0.000198683015440509	5.13650255541002e-05	7.01721556886228e-05	5.55802578923966e-05	5.35303249290723e-05	4.18528245424963e-05	3.52292543728312e-05	3.43029637760703e-05	0.000165047141589817	0	6.48368273179166e-05	0	0.000563109690455291	0.0017048469589369	0.00012554784514244	0.00102094483804102	0.000293272332688134	0.000362404189392429	0.000147686689401466	0.000779820641252512	1.10862286867253e-05	0.00193665271443743	0.00106166010113709	0.000375486650461453	0.00110970015215476	0.00158666799720587	9.8275269028549e-05	0	0.000493181762138436	6.44786897930234e-05	2.84624580178744e-05	0.000362976406533575	2.75315235945157e-05	0.000935792555921152	0	0	6.42962772455475e-05	3.31488049855803e-05	8.68281670573934e-05	0.000629843634471616	0	0	0	2.08715979295375e-05	0.000440588354910866	0	0.000183133412691146	7.04175762270263e-05	0.000743370068204204	0.000212102918862476	0.000308118933908489	0.000378086128019963	0.000404843399212396	0.000731377991148451	0.00159390589745182	0.000181455271275631	0.00219085065943154	0.003885976579819	4.80757674094373e-05	0.00124767916821389	0.00111384492618699	0.000211797098379752
"CTX-M-69_ARO:3001930_ABY91281.1"	0	0	0	0	0	0	0	0	0	0	1.04632061356241e-05	0	0	0	0	2.16122757726389e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43206232625184e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"vanXF_ARO:3002952_AAF36804.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04121113679432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08715979295375e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANT(3'')-IIb_ARO:3004090_ENU91137"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17308933075254e-05	0	0	0	0	1.04121113679432e-05	0	0	0	0	0	5.1071218814637e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39580977904331e-05	0	0	0	0	0	0
"OXA-266_ARO:3001722_ENV38192.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129673654635833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LCR-1_ARO:3002997_CAA40146.1"	0.000660388193407603	0	2.66410912190963e-05	0.000213310580204778	0.00156471968870314	0.000227066303360581	0.013329224131289	0.000537986526946108	0.000111160515784793	0.000187356137251753	0.000460381069967459	0.000228990153423403	0.000240120746432492	2.06308926987271e-05	0.00013418766144453	0.000886103306678193	0.00018418580664174	0.000414051242981831	0.000101613394903524	6.84806428049671e-05	0.000386721529560994	8.21162531526776e-05	0.000416764817801294	0.000255095190784351	2.99931015866351e-05	1.10862286867253e-05	0.00179088315528623	8.38152711424021e-05	0.000849785577360131	0.000331766024871012	0.000229518012174434	0.000122844086285686	0.000102142437629274	0.000345227233496905	0.000870462312205816	0.000384243183241305	0.000362976406533575	0.00602940366719894	0.000211307996498325	0.000233826968043648	0	0.000792987419361752	0.000828720124639507	0.00065989406963619	0.000438152093545472	0.000886328384666519	0.0026734118905135	0.00134745667552495	0.00352730005009183	0.000677828238324409	0.000288912964969303	0.000824100357110155	0.00222988991385583	0.000631864557973573	0.00171313896004307	0.0001980764575126	0.0123823206926538	0.0111883993964153	0.000131272972770235	0.00254610942060486	0.000334994346970395	0.000914063520160179	1.30401898651644e-05	0	0	6.64982045484772e-05	0.000423594196759504
"tet(45)_ARO:3003196_AEM62948.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06308926987271e-05	0	0	0	1.65620497192733e-05	0.000146774903749534	0	0	0	0	0	0	0	0	0	0	1.14402077541728e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"patB_ARO:3000025_AAK76136.1"	5.74250602963133e-05	0	0	0	0	0	0	2.33907185628743e-05	0	0	0	0	0	0	0	0	0	0	0.000316130561922074	5.70672023374726e-05	0	7.03853598451522e-05	0	1.34260626728606e-05	0	0	1.04121113679432e-05	0.00020488177390365	3.95249105748898e-05	0.000102961869787555	0.000399161760303363	0	0	0	0.000161196724482559	2.84624580178744e-05	0	5.50630471890314e-05	0	0	0	0	8.28720124639507e-05	0	0	0	0	0	4.1743195859075e-05	0	3.61141206211629e-05	3.05222354485242e-05	0	7.43370068204204e-05	3.26312182865347e-05	0	0	0	0	0	5.58323911617325e-05	5.80357790577891e-05	1.30401898651644e-05	0	0	4.98736534113579e-05	1.76497581983127e-05
"dfrB7_ARO:3004556_ADB54781.1"	0	2.72836407290189e-05	0	3.5551763367463e-05	0	0	0.000487967742763952	0.000187125748502994	0.00016674077367719	5.35303249290723e-05	4.18528245424963e-05	7.04585087456624e-05	0.000137211855104281	4.12617853974541e-05	5.03203730416988e-05	0.000172898206181111	0.000884091871880353	8.28102485963663e-05	6.77422632690158e-05	0.000296749452154858	4.64065835473192e-05	7.03853598451522e-05	9.06010473481074e-05	1.34260626728606e-05	0.00124471371584536	0.000565397663022993	5.2060556839716e-05	1.86256158094227e-05	0	3.43206232625184e-05	8.98113960682567e-05	9.8275269028549e-05	7.66068282219555e-05	0	0	2.84624580178744e-05	0	0	0	0	0	6.42962772455475e-05	0	0	2.7384505846592e-05	2.46202329074033e-05	2.05647068501039e-05	0	4.1743195859075e-05	0	0	0	0	0.000185842517051051	8.15780457163368e-05	0	0	0	0	0	0	0	0	0	0	0	0
"ACT-38_ARO:3003655_AKS43590.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudomonas_ARO:3002678_CAA11473.1"	0	5.45672814580378e-05	2.66410912190963e-05	3.5551763367463e-05	0	2.83832879200727e-05	0	4.67814371257485e-05	0	0	3.13896184068722e-05	0	0	2.06308926987271e-05	0	0	0	8.28102485963663e-05	1.12903772115026e-05	2.2826880934989e-05	0	3.51926799225761e-05	5.43606284088644e-05	0	0	0	2.08242227358864e-05	0	0	1.14402077541728e-05	9.97904400758407e-06	0	0	2.46590881069218e-05	0	0	0	0	0	0	0	4.2864184830365e-05	0	1.73656334114787e-05	0	0	4.11294137002077e-05	0	0	6.77828238324409e-05	3.61141206211629e-05	3.05222354485242e-05	4.69450508180175e-05	0	1.63156091432674e-05	2.20084952791778e-05	0	0	3.75065636486385e-05	0	0	0	0	0	1.48533234311177e-05	0	0
"SRT-1_ARO:3002493_BAA23130.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34260626728606e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103500382951417	0	0	0	0	0	0	0
"mdsB_ARO:3000790_AAL19305.1"	5.74250602963133e-05	5.45672814580378e-05	7.9923273657289e-05	3.5551763367463e-05	2.05884169566202e-05	8.5149863760218e-05	2.56825127770501e-05	0	5.55802578923966e-05	0	0.00105678381969803	8.8073135932078e-05	6.86059275521405e-05	2.06308926987271e-05	0.000184508034486229	0.000151285930408472	0.000331534451955132	0.00463737392139651	0.000270969053076063	0	3.09377223648795e-05	9.38471464602029e-05	0.000271803142044322	0.000308799441475793	0.000329924117452986	5.54311434336267e-05	0.000177005893255034	0	0	1.14402077541728e-05	5.98742640455044e-05	0	2.55356094073185e-05	0	3.22393448965117e-05	2.84624580178744e-05	0	2.75315235945157e-05	0	0	0.00073813118604261	2.14320924151825e-05	1.65744024927901e-05	0	0	0	0	0	2.08715979295375e-05	0	0	3.05222354485242e-05	0	0.000111505510230631	9.78936548596042e-05	0.000374144419746022	1.89043064009981e-05	1.84019726914725e-05	3.75065636486385e-05	8.28003063611335e-05	0.000460617227084293	0.000246652060995604	0.000130401898651644	0.000144227302228312	0.000371333085777943	0.000664982045484772	0.000247096614776378
"QnrB47_ARO:3002762_AFU25658.1"	0	0	0	0	0	0	0	0	0	0	0.000104632061356241	0	0	0	0	0	0	3.31240994385465e-05	0.000112903772115026	3.42403214024836e-05	0	1.17308933075254e-05	0	4.02781880185817e-05	1.49965507933175e-05	0.00014412097292743	1.04121113679432e-05	0.000176943350189516	0	1.14402077541728e-05	8.98113960682567e-05	0	0	0	0	1.42312290089372e-05	0	0	0	2.5980774227072e-05	0	0	0	1.73656334114787e-05	2.7384505846592e-05	0	0	0	0	6.77828238324409e-05	0	0	0	0	0	2.20084952791778e-05	1.89043064009981e-05	0	0	6.21002297708502e-05	2.79161955808662e-05	0	2.60803797303289e-05	6.00947092617966e-05	0	8.31227556855965e-05	1.76497581983127e-05
"AAC(3)-Ib_ARO:3002530_AAA88422.1"	5.74250602963133e-05	2.72836407290189e-05	5.32821824381927e-05	7.1103526734926e-05	2.05884169566202e-05	2.83832879200727e-05	0	2.33907185628743e-05	5.55802578923966e-05	0.000107060649858145	1.04632061356241e-05	8.8073135932078e-05	0.000102908891328211	2.06308926987271e-05	3.35469153611325e-05	6.48368273179166e-05	7.36743226566961e-05	3.31240994385465e-05	2.25807544230053e-05	0.00012554784514244	3.09377223648795e-05	2.34617866150507e-05	0.000108721256817729	0.000134260626728606	0	0	0.000124945336415318	2.79384237141341e-05	0	1.14402077541728e-05	1.99580880151681e-05	2.45688172571372e-05	5.1071218814637e-05	0	0.000128957379586047	9.96186030625605e-05	0.000403307118370639	2.75315235945157e-05	0	2.5980774227072e-05	0	0.000107160462075912	8.28720124639507e-05	6.94625336459147e-05	2.7384505846592e-05	0.000196961863259226	0.000164517654800831	0.000262005464685406	0.000125229587577225	6.77828238324409e-05	3.61141206211629e-05	0	0.000164307677863061	0.000167258265345946	1.63156091432674e-05	0	0.000283564596014972	0.000128813808840308	1.87532818243193e-05	4.14001531805668e-05	4.18742933712994e-05	1.45089447644473e-05	2.60803797303289e-05	1.20189418523593e-05	1.48533234311177e-05	0.00048211198297646	8.82487909915634e-05
"acrE_ARO:3000499_AAC76297.1"	0.000114850120592627	5.45672814580378e-05	0.000239769820971867	0	0	2.83832879200727e-05	0	0.000304079341317365	0	0	0.0085589026189405	5.28438815592468e-05	6.86059275521405e-05	0.000866497493346537	1.67734576805663e-05	0.000259347309271666	0.00215497393770836	0.00119246757978767	0.00423389145431349	0.00233975529583638	0.000170157473006837	0.00143116898351809	0.000471125446210158	0.00143658870599608	0.000344920668246303	0.00156315824482827	0.000354011786510068	0.00270071429236629	5.92873658623347e-05	0.000629211426479505	0.00108771579682666	0.000245688172571372	0.000102142437629274	0.000246590881069218	3.22393448965117e-05	0.00112426709170604	0.000120992135511192	2.75315235945157e-05	0.000120747426570471	0	0.00120785103170609	0.000450073940718832	4.97232074783704e-05	3.47312668229574e-05	0.00041076758769888	7.38606987222099e-05	0.00026734118905135	0.000187146760489576	0.000104357989647687	0.000542262590659527	0	3.05222354485242e-05	0.000211252728681079	0.000260179523871471	0.000163156091432674	0.000352135924466844	0.000113425838405989	9.20098634573626e-05	5.62598454729578e-05	0.00132480490177814	0.000544365813826892	8.70536685866837e-05	0.00105625537907832	0.00437489483425879	0.000460453026364649	0.00659994680143636	0.000247096614776378
"Escherichia_ARO:3001328_AFH35853.1"	0.00017227518088894	0	5.32821824381927e-05	0	0	2.83832879200727e-05	5.13650255541002e-05	0.000701721556886228	5.55802578923966e-05	0.000187356137251753	0.0122105615602733	5.28438815592468e-05	0	0.000763343029852902	1.67734576805663e-05	0.000540306894315971	0.00285488000294697	0.00081154043624439	0.00379356674306489	0.00272781227173119	0.000340314946013674	0.0015719397032084	0.000906010473481073	0.00124862382857603	0.000344920668246303	0.00201769362098401	0.000437308677453614	0.00294284729788879	5.92873658623347e-05	0.000537689764446122	0.000997904400758407	0.000294825807085647	0.000204284875258548	0.000197272704855374	0.000322393448965117	0.00297432686286788	8.06614236741279e-05	0	0.000241494853140942	2.5980774227072e-05	0.00875691997986915	0.000300049293812555	4.97232074783704e-05	8.68281670573934e-05	0.00054769011693184	7.38606987222099e-05	0.000452423550702285	0.000112288056293746	0.0001669727834363	0.000610045414491968	3.61141206211629e-05	9.15667063455728e-05	7.04175762270263e-05	0.000408853537512312	0.000228418528005743	0.000330127429187666	5.67129192029944e-05	0.00022082367229767	0.000112519690945916	0.00296011095241052	0.00040478483592256	7.25447238222364e-05	0.00110841613853898	0.00429076224129228	0.000311919792053472	0.00380702221040032	0.000229446856578065
"OXA-7_ARO:3001402_CAA53242.1"	5.74250602963133e-05	5.45672814580378e-05	0.000559462915601023	0.000426621160409556	0	0	7.70475383311503e-05	2.33907185628743e-05	0	8.02954873936085e-05	0.00023019053498373	0.00015853164467774	0	6.18926780961812e-05	0	4.32245515452777e-05	0	4.96861491578198e-05	0	2.2826880934989e-05	7.73443059121987e-05	5.86544665376268e-05	5.43606284088644e-05	5.37042506914422e-05	1.49965507933175e-05	0	1.04121113679432e-05	2.79384237141341e-05	3.95249105748898e-05	9.15216620333825e-05	2.99371320227522e-05	0.000614220431428431	0.000127678047036593	2.46590881069218e-05	0	0	0	0	0	0	0	0.000321481386227737	0.000149169622435111	0.000121559433880351	5.4769011693184e-05	9.84809316296132e-05	2.05647068501039e-05	0	2.08715979295375e-05	0.000237239883413543	0.000108342361863489	3.05222354485242e-05	4.69450508180175e-05	0	1.63156091432674e-05	0	1.89043064009981e-05	0	0	0	0	0	0	0	0	0	0
"Tet(X3)_ARO:3004719_QBQ85438.1"	0	2.72836407290189e-05	0	7.1103526734926e-05	0	0	2.56825127770501e-05	0.00016373502994012	0	5.35303249290723e-05	6.27792368137445e-05	0.000264219407796234	0	0.00070145035175672	5.03203730416988e-05	0.000172898206181111	0.000497301677932698	0	5.64518860575132e-05	3.42403214024836e-05	9.28131670946385e-05	0.000199425186227931	0.000471125446210158	0	0	2.21724573734507e-05	5.2060556839716e-05	0.000707773400758063	1.97624552874449e-05	6.86412465250369e-05	1.99580880151681e-05	0	2.55356094073185e-05	0.000123295440534609	0	0	0.000322645694696511	2.75315235945157e-05	0.000181121139855707	2.5980774227072e-05	0	4.2864184830365e-05	0.000397785659826963	0.00100720673786576	0.000575074622778432	0.000443164192333259	0.000349600016451766	0.000299434816783321	0.000104357989647687	0.000135565647664882	7.22282412423257e-05	0.000152611177242621	0.000516395558998193	0.000130089761935736	0.000717886802303764	0.000418161410304378	0.000151234451207985	0.000110411836148835	0.000412572200135024	0.00018630068931255	0.000321036249179962	0.000116071558115578	0.000143442088516809	0	1.48533234311177e-05	8.31227556855965e-05	1.76497581983127e-05
"LEN-2_ARO:3002455_AAK69830.1"	0	0	0	0	0	0	0	0	0	0	1.04632061356241e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42312290089372e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MCR-4.2_ARO:3004694_AVK94777.1"	0	0	0	0	0	0	0	2.33907185628743e-05	0	2.67651624645362e-05	0	0	0	0	3.35469153611325e-05	4.32245515452777e-05	0	0	0	0	0	0	0	9.39824387100239e-05	0	0	1.04121113679432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3890101636035e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019414734018144
"vgaALC_ARO:3002830_ABH10964.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89468274298021e-05	0	0	0	0	0	0	0	0	0	0	0	0
"mecA_ARO:3000617_AGC51118.1"	0	0	0	0	0	2.83832879200727e-05	0	0	0	0	0	0	0	4.12617853974541e-05	0	0	0	0.000298116894946919	3.38711316345079e-05	0	0	0	0	0	0	1.10862286867253e-05	0	0	0	0	0	0	0	0	0	1.42312290089372e-05	0	0	0	5.19615484541439e-05	0	0.000385777663473285	0	0	0	0	0	0	0	0	0	0	0	0	8.15780457163368e-05	0	0	1.84019726914725e-05	0	0	0	0	0	0	0	0	0
"AAC(6')-Iz_ARO:3002570_AAD52985.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49965507933175e-05	1.10862286867253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66245511371193e-05	0
"APH(2'')-Ig_ARO:3002669_AGV10818.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7384505846592e-05	0	0	0	0	6.77828238324409e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aadA23_ARO:3002620_CAH10847.1"	0.00157918915814862	0.00291934955800502	0.00484867860187553	0.00668373151308305	0.000494122006958885	0.000993415077202543	0.00274802886714436	0.00196482035928144	0.00133392618941752	0.00283710722124083	0.00663367268998567	0.00517870039280619	0.00130351262349067	0.00750964494233666	0.00583716327283706	0.0041711692241193	0.00337060026154385	0.00675731628546349	0.00173871809057141	0.00545562454346238	0.0036970578226031	0.00214675347527714	0.00246434848786852	0.00398754061383959	0.00271437569359047	0.00649653001042106	0.00128068969825701	0.00104303448532767	0.00164028378885793	0.00134994451499239	0.00152679373316036	0.00764090216696968	0.00265570337836112	0.00106034078859764	0.00499709845895931	0.0140889167188478	0.00181488203266788	0.00327625130774737	0.000362242279711414	0.000883346323720447	0.000100654252642174	0.00486508497824643	0.00346405012099314	0.00310844838065468	0.003423063230824	0.00423468006007337	0.00516174141937607	0.00415465808286859	0.00294289530806479	0.00101674235748661	0.00415312387143373	0.00305222354485243	0.00164307677863061	0.0107416974855507	0.00358943401151882	0.00374144419746022	0.0108321675677719	0.00899856464613006	0.000956417373040282	0.00801092964043967	0.00230308613542146	0.000710938293457917	0.000743290822314373	8.41325929665152e-05	0.000445599702933531	0.000648357494347653	0.000600091778742631
"GES-23_ARO:3002352_AGT20529.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05647068501039e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mexY_ARO:3003033_BAA34300.1"	5.74250602963133e-05	5.45672814580378e-05	2.66410912190963e-05	3.5551763367463e-05	0	2.83832879200727e-05	7.70475383311503e-05	0	0.000277901289461983	8.02954873936085e-05	4.18528245424963e-05	8.8073135932078e-05	6.86059275521405e-05	2.06308926987271e-05	1.67734576805663e-05	0.000108061378863194	3.6837161328348e-05	0.0151377134434158	0.0004290343340371	0	0.000139219750641958	4.69235732301015e-05	9.06010473481074e-05	0.000698155258988749	0.000269937914279716	1.10862286867253e-05	4.16484454717728e-05	1.86256158094227e-05	1.97624552874449e-05	4.57608310166913e-05	9.97904400758407e-06	0	2.55356094073185e-05	9.86363524276872e-05	0.0010961377264814	1.42312290089372e-05	0	0	3.01868566426178e-05	0	0.000469719845663479	0	1.65744024927901e-05	0	2.7384505846592e-05	2.46202329074033e-05	2.05647068501039e-05	7.48587041958304e-05	2.08715979295375e-05	3.38914119162204e-05	3.61141206211629e-05	3.05222354485242e-05	4.69450508180175e-05	1.85842517051051e-05	6.52624365730695e-05	0	5.67129192029944e-05	1.84019726914725e-05	0	8.28003063611335e-05	0.000111664782323465	0	2.60803797303289e-05	1.20189418523593e-05	0	0	0
"QnrB49_ARO:3002764_AFD54601.1"	0	0	0	0	0	0	0	0	0	0	5.23160306781204e-05	0	0	0	0	2.16122757726389e-05	0	0	7.90326404805185e-05	5.70672023374726e-05	1.54688611824398e-05	2.34617866150507e-05	0	0.000107408501382884	1.49965507933175e-05	0.000188465887674331	0	7.45024632376908e-05	0	2.28804155083456e-05	2.99371320227522e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77828238324409e-05	0	0	0	0	0	0	0	1.84019726914725e-05	0	2.07000765902834e-05	2.79161955808662e-05	0	2.60803797303289e-05	0	0	0	0
"AAC(6')-33_ARO:3002587_AEZ05106.1"	0	0	0	0	0	0	0	0	0	0	1.04632061356241e-05	0	0	0	0	0	0	1.65620497192733e-05	0	2.2826880934989e-05	4.64065835473192e-05	0	0	0	0	0	2.08242227358864e-05	1.86256158094227e-05	0	1.14402077541728e-05	9.97904400758407e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05647068501039e-05	0	0	0	0	0	0	1.85842517051051e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"CIA-1_ARO:3004768_BAL40892.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OKP-B-10_ARO:3002443_CAJ19619.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16122757726389e-05	0	0	0	0	0	2.34617866150507e-05	1.81202094696215e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mdtK_ARO:3001327_AML99881.1"	0	0	0	3.5551763367463e-05	2.05884169566202e-05	0	2.56825127770501e-05	7.01721556886228e-05	0	0	0.0104736693417597	8.8073135932078e-05	6.86059275521405e-05	0.000288832497782179	0	0.000129673654635833	0.000128930064649218	0.000529985591016744	0.000474195842883111	0.0018718042366691	9.28131670946385e-05	0.000258079652765558	0.000597966912497508	0.00182594452350904	0.000524879277766114	0.000698432407263697	0.000124945336415318	0.000316635468760186	7.90498211497797e-05	4.57608310166913e-05	0.00021953896816685	4.91376345142745e-05	5.1071218814637e-05	0	0.000128957379586047	0.00254738999259976	0	0	6.03737132852356e-05	0	0.00805234021137393	0	4.97232074783704e-05	0.000138925067291829	0.000109538023386368	2.46202329074033e-05	6.16941205503116e-05	3.74293520979152e-05	0	0.000101674235748661	0	6.10444708970485e-05	2.34725254090088e-05	0.000260179523871471	3.26312182865347e-05	4.40169905583555e-05	1.89043064009981e-05	5.52059180744176e-05	7.5013127297277e-05	0.00171810635699352	0.000265203858018229	4.35268342933418e-05	0.000834572151370524	0.00342539842792241	0.000148533234311177	0.00216119164782551	0.000176497581983127
"SCO-1_ARO:3004856_ABL14266"	0	0	0	0	0	0	0	0	0	2.67651624645362e-05	0.00360980611679031	0	0	0	0	0	0	8.28102485963663e-05	0	0	0	1.17308933075254e-05	3.62404189392429e-05	0	0	0.000177379658987606	0	0	0	0	9.97904400758407e-06	0	0	0	0	0.000113849832071498	0	0	0	0	0	2.14320924151825e-05	0.000149169622435111	0.000138925067291829	0	4.92404658148066e-05	0.000102823534250519	3.74293520979152e-05	2.08715979295375e-05	0	0.000180570603105814	0	0	0.00102213384378078	0.00153366725946713	0.000374144419746022	0	1.84019726914725e-05	0	0	0	1.45089447644473e-05	0	0	0	0	0
"qepA_ARO:3000448_AEZ36150.1"	0	2.72836407290189e-05	5.32821824381927e-05	0	0	0	0	0	0	0	1.04632061356241e-05	0	3.43029637760703e-05	0	0	0	0	0	1.12903772115026e-05	1.14134404674945e-05	0	1.17308933075254e-05	1.81202094696215e-05	0	1.49965507933175e-05	0	0	0.00013969211857067	0	3.43206232625184e-05	0	0	0	0	0	0	0	0	6.03737132852356e-05	0	0	0	0	0	0	0	6.16941205503116e-05	0	0	0	0	0	0.000211252728681079	0	1.63156091432674e-05	0	3.78086128019963e-05	1.84019726914725e-05	0	0	1.39580977904331e-05	0	0	0	0	0	0
"FosA4_ARO:3003210_BAP18892.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68521253457211e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"vanB_ARO:3000013_AHH83938.1"	0	0	0	0	0	0	0	0	0	0	0	1.76146271864156e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000890103293382185	0.000279161955808662	2.90178895288946e-05	1.30401898651644e-05	0	0	0	0.000282396131173003
