"BFH12_S130"	"BH09_S83"	"BFH35_S153"	"BSE93_S121"	"BH47_S108"	"BH52_S112"	"BH36_S101"	"BFH33_S151"	"BFH9_S127"	"FH6_S167"	"BH10_S84"	"BFH15_S133"	"BFH22_S140"	"BFH31_S149"	"BH50_S111"	"BH30_S94"	"BFH32_S150"	"BFH6_S125"	"BFH8_S126"	"BSE100_S122"	"BFH20_S138"	"BFH21_S139"	"BFH14_S132"	"BFH24_S142"	"FH1_S162"	"BH34.B_S99"	"BH34.A_S98"	"BH06_S81"	"BSE79_S120"	"BH20_S88"	"BFH17_S135"	"BH31_S95"	"BH11_S85"	"BFH36_S154"	"BH22_S89"	"BFH38.B_S157"	"BH45_S106"	"BH61_S116"	"FH5_S166"	"BFH25_S143"	"BFH41_S160"	"BFH18_S136"	"BH59_S114"	"BH13_S86"	"BH03_S78"	"BH38_S103"	"BFH40_S159"	"BH33_S97"	"BH32_S96"	"BFH13_S131"	"BFH4_S124"	"BFH10_S128"	"BFH39_S158"	"BFH19_S137"	"BH37_S102"	"FH8_S169"	"BH04_S79"	"BH25_S91"	"BH01_S76"	"BFH23_S141"	"BH58_S113"	"BFH38.A_S156"	"BH14_S87"	"BSE74_S119"	"BH05_S80"	"BFH1_S123"	"FH3_S164"	"BH63_S118"	"BH48_S109"	"BFH34_S152"	"BFH28_S146"	"BH07_S82"	"BFH11_S129"	"BH44_S105"	"FH10_S171"	"FH9_S170"	"BFH27_S145"	"BFH29_S147"	"FH7_S168"	"BFH16_S134"	"FH4_S165"	"BH02_S77"	"BH29_S93"	"BH39_S104"	"BH60_S115"	"BH62_S117"	"BH27_S92"	"BFH26_S144"	"BH35_S100"	"BFH37_S155"	"FH2_S163"	"BFH42_S161"	"BH46_S107"	"BH24_S90"	"BH49_S110"	"BFH30_S148"
"DHA-19_ARO:3002150_AIT76102.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01930455151246e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10093544886041e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61773032435493e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46596961925429e-05	0	0	0	0
"OXA-60_ARO:3001808_AAQ08905.1"	0	0	0	0	0	0.000312377977352597	0	0	0	0	2.95998105612124e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80069172589411e-05	0	0	0	0	0	0	0	0	0	0	0	1.98643266489874e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62424675556711e-05	0	1.82438472625107e-05	0	0	0	0	0	0	0	0	0	0	0
"efrA_ARO:3003948_WP_104671188.1"	0	0	0	0	2.14887399002922e-05	0	6.01334963619235e-05	3.49731872231289e-05	2.31123026787159e-05	1.4830414213469e-05	0	0	6.15207940283816e-05	6.82725896931147e-05	8.26753751395147e-05	0	1.52807065798723e-05	0	0	0	0	0	5.3527459586768e-05	0	0.000504826137878115	2.44444987655528e-05	2.66028198989093e-05	5.75987097889007e-05	0	0	0	0	0	0	0	6.1409218751919e-05	0	1.80485867956539e-05	0.000180186673393636	2.14808927459025e-05	7.94573065959497e-05	2.58237785352753e-05	2.04398659144796e-05	0	3.81126610259928e-05	0	0.00020485739649011	0	0	0	3.89741990802089e-05	0	0.000231971198456	0	0	6.84687645496125e-05	0	0	0	1.67470525187567e-05	0	6.23804374948016e-05	0	0	2.74220528148737e-05	0	5.76751160711711e-05	0	3.54358610914245e-05	1.7840576607436e-05	3.61702897240207e-05	0	7.60456273764259e-05	0	0	0.00012308990838594	0	3.23546064870986e-05	0	0	0.00441814698484276	0	0	6.50618087182824e-05	0	0	0	0	0	0	0.00011095392638207	0	0	0	0	0.000202256281181177
"TEM-162_ARO:3001028_ABO64442.1"	0	0	1.34050054290272e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73187163367451e-05	0	0	0	2.01930455151246e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27884793823999e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.73194186427713e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12364600656209e-05
"CMY-103_ARO:3002115_AHA80104.1"	0	0	0	0	0	0	0	2.33154581487526e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.73187163367451e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.93216332449371e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03967395824669e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45993926652651e-05	0	0	0	0	0	0	0	0
"AAC(6')-Ie-APH(2'')-Ia_ARO:3002597_AAA88548.1"	0.00223926172219583	0.000167263238885358	0.00423598171557259	0.00160594198534578	0.014118102114492	0.00183522061694651	0.0147327066086713	0.0109232921426906	9.24492107148635e-05	4.44912426404069e-05	5.91996211224248e-05	0.000287976961843053	0.0126117627758182	0.00190025374645836	0.0243065602910173	0.00733575034730458	0.000519544023715657	0.00188431723315444	0.000170407517405911	0.000382714080688885	0.000502242773765609	0.000119217930376729	0.00013381864896692	0.00563380281690141	0.00575501797181051	0.0102911339802977	0.0102952913008779	0.00403190968522305	0.000152027669035765	3.18593092901746e-05	0.000239211558702517	0.00974506026255657	4.12762620217113e-05	0.000883782589482987	1.6095284081764e-05	0.00701293278146915	0.00857292499379772	0.00138974118326535	0.000120124448929091	0.00277103516422142	0.00998182414111618	0.00092965602726991	0.0118551222303982	0.000372186352088289	0.0245064410397134	0.00510954872465664	0.0159788769262286	0.00893306492199295	0.00106037205228095	0.000306453919545631	7.79483981604178e-05	0.00283488766426452	0.038507218943696	0.00451702930383999	0.00472474765552294	0.000287568811108372	0.000380923358220326	0.00232134388338367	0.000867637134869372	6.69882100750268e-05	0.012077158580793	0.00826540796806122	0.000472193074501574	0.000118858954041204	0.0103929580168371	0.00136597093213856	0.000893964299103152	0.00297619047619048	0.00974486180014174	0.000517376721615643	0.00283936774333562	0.000132987565662611	0.00017743979721166	0.00974358974358974	0.00173611111111111	5.27528178796884e-05	8.46023688663283e-05	0.00323546064870986	8.30316516656149e-05	0.00687595499374913	0.00337551642794771	9.93175465728352e-05	0.00779638442672211	0.0231620039037085	0.011001039899294	0.00125444281831487	0.0016851895304934	0.000481779957953749	0.00585119914891649	8.86024077704312e-05	0.00637985076696902	0.000197277569540343	0.026153128462301	9.37602550278937e-05	0.0239965027868417	0.00315744527843948
"rmtF_ARO:3002666_AFJ11385.1"	0	0	0	0	0	0	0	1.16577290743763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41891294741494e-05	0	0	0	0	0	0	0	2.58237785352753e-05	0	0	0	0	2.27619329433455e-05	0	0	0	0	0	2.783654381472e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49458402624837e-05
"CTX-M-8_ARO:3001871_AAF04388.1"	0	0	2.68100108580544e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47280612327459e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OXA-420_ARO:3003116_BAP28835.1"	0	0	4.02150162870816e-05	2.50928435210278e-05	2.14887399002922e-05	0	8.01779951492313e-05	0.000151550477966892	0	0	0	0	0	0	8.26753751395147e-05	0	1.52807065798723e-05	4.77042337507454e-05	0	0	0	0	0	0	0.000100965227575623	0	0	0	0	0	9.56846234810066e-05	0	0	7.36485491235823e-05	0	0.000196509500006141	0	0	0	6.44426782377076e-05	4.96608166224685e-05	0	0	0	3.81126610259928e-05	0	0.000102428698245055	0	6.91546990618013e-05	0	0	0	7.42307835059199e-05	0.000113700966458215	0	1.36937529099225e-05	0	0	0	0	0	0.000197538052066872	0	0	0	0	0	0	3.54358610914245e-05	0	0.000126596014034072	0	0	0	0	0	0	0.000145595729191944	0	4.63027272306339e-05	0	0	0	0	0	0	0	0	0	1.10753009713039e-05	0	0	0	0	1.56125587422523e-05	1.12364600656209e-05
"MexA_ARO:3000377_AAG03814.1"	0	0	0.000844515342028714	0	0	0	0	1.16577290743763e-05	4.62246053574318e-05	4.44912426404069e-05	2.95998105612124e-05	4.79961603071754e-05	0	4.55150597954098e-05	2.06688437848787e-05	0	1.52807065798723e-05	2.38521168753727e-05	0	0	0	2.98044825941822e-05	2.6763729793384e-05	0	6.05791365453738e-05	0	0	0	0	0	4.78423117405033e-05	0	0	0.00045662100456621	0	2.45636875007676e-05	0	0	0.000108112004036181	4.2961785491805e-05	9.93216332449371e-06	0	0.000102199329572398	0.000113274107157305	0	0	0	0	0	0	0	0	0	0.000165383223939222	0	1.36937529099225e-05	0	0	3.21347086988656e-05	0.000569399785637728	1.87825172329596e-05	3.11902187474008e-05	0	0	2.74220528148737e-05	0	0	0	8.85896527285613e-05	8.92028830371798e-05	3.61702897240207e-05	0	0.000126742712294043	0	0	0.000105505635759377	8.46023688663283e-05	0.00991668688829572	3.3212660666246e-05	0	7.81972917671285e-05	4.25646628169294e-05	1.62424675556711e-05	0	7.29753890500429e-05	0	2.13315130442202e-05	1.45993926652651e-05	0	8.86024077704312e-05	0	7.39790885776287e-05	0	0	3.12251174845045e-05	0.000404512562362353
"arr-8_ARO:3002853_AGC29882.1"	0	0	0	0	2.14887399002922e-05	7.80944943381492e-05	0.000942091443003468	0.000349731872231289	0	0	0	2.39980801535877e-05	0	0.000170681474232787	2.06688437848787e-05	0.00198217734557653	0.000259772011857828	0	0	3.18928400574071e-05	1.73187163367451e-05	0	0	0.00140845070422535	0	0.000244444987655528	0.000319233838786911	0	0	0	0	0.000403243872933375	0	0.000132567388422448	0	1.22818437503838e-05	0	1.80485867956539e-05	0	4.2961785491805e-05	0.000307897063059305	0	0	8.09100765409324e-05	3.81126610259928e-05	0.000245258338783519	0.000227619329433455	0.000377453447408153	0.000115257831769669	0	0	0	0.00113201944846528	0	0.000393728971293579	1.36937529099225e-05	0	0	0	0.000267952840300107	1.87825172329596e-05	1.03967395824669e-05	0	3.96196513470681e-05	0	0	0	0	0	3.56811532148719e-05	1.80851448620103e-05	0	0	0	0	0	0	0.000129418425948394	0	0	2.60657639223762e-05	0	0.00553868143648383	0	0	0	0	5.83975706610605e-05	0.000763199888989107	7.75271067991273e-05	0	0	0	0	1.56125587422523e-05	0.000404512562362353
"mfpA_ARO:3003035_CCP46182.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6494277236117e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IMP-4_ARO:3002195_AAK13078.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80851448620103e-05	0	0	0	0	0	0	4.85319097306479e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OXA-204_ARO:3001788_AFU91598.1"	0	0	2.68100108580544e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46374326734902e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2961785491805e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03364514962014e-05	0	1.36937529099225e-05	0	0	0	6.69882100750268e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211011271518754	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10753009713039e-05	0	0	0	0	0	0
"SHV-124_ARO:3001171_ACV32634.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10753009713039e-05	0	0	0	0	0	0
"AAC(2')-Ic_ARO:3002525_CCP42991.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53485424588086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mtrC_ARO:3000810_AAF42063.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21347086988656e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chryseobacterium_ARO:3000579_AIL46641.1"	0	6.69052955541431e-05	1.34050054290272e-05	0	0	0	0	1.16577290743763e-05	0	0	5.91996211224248e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47297098247165e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36937529099225e-05	0	0	0	0	0	3.11902187474008e-05	0	0	0	0	0	0	0	1.7840576607436e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CMY-41_ARO:3002052_BAG14343.1"	0.000101784623736174	0	4.02150162870816e-05	0	4.29774798005845e-05	0	0.000440978973320772	0	2.31123026787159e-05	0	0	0.000119990400767939	4.10138626855877e-05	0	0.000144681906494151	0.000508250601429878	0.000168087772378595	7.15563506261181e-05	0.000146063586347923	0	3.46374326734902e-05	0	2.6763729793384e-05	0.00140845070422535	0	0.000342222982717739	0.000425645118382549	2.87993548944504e-05	0	0	9.56846234810066e-05	0.000739280433711188	0	0	0	4.91273750015352e-05	0.000220525401769716	0.000920477926578349	0	0	5.95929799469622e-05	7.74713356058258e-05	0.000163518927315837	0	0.000838478542571842	0.00053139306736429	4.55238658866911e-05	0.00176144942123805	0.000161360964477536	0	1.94870995401045e-05	0.000158965663416702	9.27884793823999e-05	1.03364514962014e-05	0.00093063211396664	0	0	0	0	1.67470525187567e-05	9.39125861647978e-05	8.31739166597355e-05	0	0	0	8.19582559283139e-05	0	0	0.000212615166548547	0	1.80851448620103e-05	0	7.60456273764259e-05	9.04977375565611e-05	0	0	0	6.47092129741972e-05	0	0.000138908181691902	0	7.09411046948823e-05	0.000357334286224763	0.000618087182823683	5.47315417875322e-05	0.000731758310683671	0.000149320591309542	0.000131394533987386	0.00104072712134878	1.10753009713039e-05	0	0	0.000262405971193656	0	0.000124900469938018	2.24729201312419e-05
"OXA-226_ARO:3001800_ACM67635.1"	0.00318925154373346	6.69052955541431e-05	0.000616630249735251	0.000100371374084111	0.011174144748152	0.00187426786411558	0.00495099120046503	0.00022149685241315	0.000901379804469919	5.93216568538759e-05	0.00011839924224485	0.00849532037437005	0.00613157247149537	0.000147923944335082	0.00171551403414493	0.00440483854572561	0.000702912502674124	0.00181276088252832	0.00253176883003067	0.000127571360229628	0.00129890372525588	0.000268240343347639	0.00013381864896692	0.00140845070422535	0.00811760429708008	0.0120755823901831	0.0124501197126895	0.000115197419577801	0	1.59296546450873e-05	0.000382738493924026	0.0171378645996684	0	0.000382972455442628	0	0.00051583743751612	0.00195716294070623	0.00149803270403927	4.80497795716362e-05	0.000751831246106588	0.000317829226383799	0.00154942671211652	0.00376093532826425	0.00087382882664207	0.00304901288207943	0.00190075212557227	0.000273143195320147	0.00931051836940111	0.00258177543164058	0.00171614194945553	0.00155896796320836	0.000556379821958457	0.0001855769587648	0.000124037417954416	0.00239816737060634	0.00016432503491907	7.61846716440652e-05	2.4960686918104e-05	0.000835502426170507	0.000385182207931404	0.00463928175654101	0.000499043499958413	0.00283315844700944	7.92393026941363e-05	0.00973482874928017	0.00120205442028194	0.000461400928569369	0.00148809523809524	0.00226789510985117	0.000642260757867694	0.00115744927116866	0.000310304319879425	0.0035234474017744	0.00271493212669683	0.00173611111111111	0.00277831507499692	0.000126903553299492	0.000420609884332282	0.000298913945996214	0.000231513636153169	0.000534348160408711	0.00112086945417914	0.00565237870937353	0.000943396226415094	0.00224399321328882	0.00128057704369642	0.00482092194799377	0.00201471618780659	0.00316843590277296	0.000498388543708675	0.00233003245402347	0.00128230420201223	0.00160359204618345	2.34400637569734e-05	0.00421539086040811	0.000258438581509281
"aphA15_ARO:3004675_CAD91341.1"	0	0	1.34050054290272e-05	0	0.000365308578304968	7.80944943381492e-05	0.000501112469682696	1.16577290743763e-05	0	0	0	2.39980801535877e-05	0	0	4.13376875697573e-05	3.38833734286586e-05	0	0.000238521168753727	0	0	0	0	0	0	0	0.000146666992593317	0.000292631018888002	5.75987097889007e-05	0	0	0	0.000134414624311125	0	0	0	0	0.000110262700884858	0	1.20124448929091e-05	0	1.98643266489874e-05	0	6.13195977434388e-05	0	0	0.000163505559189012	0	6.29089079013588e-05	0.000530186026140476	0	0	0	0	0	0.000143174171379483	2.7387505819845e-05	0	0	0	0	0.000131477620630717	0	0	0	0	2.73194186427713e-05	1.44187790177928e-05	0	0.000283486888731396	7.13623064297438e-05	0	0	0	0.000120663650075415	0	0	0	0	4.9818990999369e-05	0	0	1.41882209389765e-05	0.000276121948446408	0.000130123617436565	3.64876945250214e-05	0	2.13315130442202e-05	0	6.93818080899188e-05	0	0	0	0	0	0.000218575822391532	0
"CTX-M-58_ARO:3001919_ABM97538.1"	0	0	0	0	0	0	0.000260578484235002	0	0	0	0	0	0	1.13787649488525e-05	0	6.77667468573171e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24024373851875e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102190974493133	0	0	0	0	0	0	0	2.06729029924027e-05	0.000143174171379483	1.36937529099225e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.31537916371368e-05	0	0	0	0	0	0	0	0	0	3.3212660666246e-05	0	0	2.83764418779529e-05	4.87274026670132e-05	0	0	0	0.000106657565221101	0	0.000115636346816531	0	0	0	0	0	0	0
"GES-18_ARO:3002347_AEX59144.1"	0	0	0	0	2.14887399002922e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01930455151246e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75650344659191e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41882209389765e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"norB_ARO:3000421_CCQ22388.1"	0	0	0	0	0	0	0	0	0	0	0	9.59923206143508e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"vanSL_ARO:3002938_ABX54692.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20124448929091e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msrE_ARO:3003109_ACB05808.1"	0.00553029788966547	0.000401431773324859	0.00424938672100162	0.00755294589982937	0.0387871755200275	0.0477938305349473	0.0129687907153882	0.0399160643506645	0.00078581829107634	0.129054264485607	0.00011839924224485	0.0017518598512119	0.00389631695513083	0.00287882753205967	0.00795750485717829	0.00181276047843323	0.0131261269521103	0.0132140727489565	0.00260480062320464	0.0013394992824111	0.00263244488318526	0.00324868860276586	0.00163258751739642	0.00422535211267606	0.0467670934130286	0.003935564301254	0.00438946528332003	0.00161276387408922	0.000532096841625176	6.37186185803492e-05	0.00966414697158167	0.00439087772749675	0.000165105048086845	0.0100014729709825	3.21905681635281e-05	0.0418688053450584	0.000551313504424291	0.00169656715879147	0.00088892092207527	0.0301376925225012	0.0110942264334595	0.00493234170023758	0.0253658735998692	0.000436914413321035	0.0010671545087278	0.00245258338783519	0.00996972662918535	0.00276799194765979	0.00972776100136004	0.00253335240157722	0.000759996882064074	0.00137770241627808	0.0212392829306313	0.0140575740348338	0.00314983177034863	0.0160901596691589	0.000685662044796587	0.000224646182262936	0.00051415533918185	0.00264603429796356	0.0266336094363367	0.044664393246278	0.000839454354669465	0.000515055467511886	0.0198535662379686	0.0102447819910392	0.0235026097990022	0.00148809523809524	0.00985116938341602	0.0099728823235567	0.0244692009983	6.64937828313053e-05	0.00281368821292776	0.000693815987933635	0.0260416666666667	0.00569730433100635	0.000338409475465313	0.0198010191701043	0.00991397920887442	0.00995508635458629	0.00905785296302571	0.00157489252422639	0.00232267286046096	0.0123292127521145	0.0361045737325087	0.00209073803052478	0.00243179248704111	0.00116795141322121	0.00575869007146326	0.0017055963495808	0.0694848963967712	0.00337837837837838	0.0160942328998775	0.000117200318784867	0.00910212174673307	0.00492156950874197
"OXA-16_ARO:3001411_AAB97924.1"	0.000339282079120581	0	0.00117964047775439	0.000250928435210278	0.000838060856111398	0.00273330730183522	0.00406903325382349	0.00106085334576824	0.000161786118751011	2.9660828426938e-05	0	0.000359971202303816	0.0013534574686244	0.00218472287017967	0.00208755322227275	0.00123674313014604	0.000825158155313102	0.000834824090638044	0.000340815034811821	0	0.00103912298020471	0.000268240343347639	0.000829675623594904	0	0.00171640886878559	0.00173555941235425	0.00183559457302474	0.000201595484261153	3.80069172589411e-05	0	0.000239211558702517	0.00132174380572606	0.000123828786065134	0.000441891294741494	0	0.000343891625010747	0.00270143617167903	0.000126340107569577	2.40248897858181e-05	0.00350138551758211	0.000367490043006267	0.000154942671211652	0.0010015534298095	0.00113274107157305	0.000419239271285921	0.00228907782864617	0.000250381262376801	0.00157272269753397	0.000875959521449482	0.000122581567818252	0.000545638787122925	0.000211954217888936	0.00016701926288832	0.000237738384412631	0.00486792182690243	0.00016432503491907	7.61846716440652e-05	0	0.00125325363925576	0.00234458735262594	0.000676170620386544	0.000332695666638942	0.000314795383001049	0	0.000109688211259495	0.000710304884712053	0.000331631917409234	0	0.00407512402551382	0.000677941911082566	0.00128404528520273	0.000155152159939712	0.000456273764258555	0.00229260935143288	0	0.000105505635759377	0	0.000679446736229071	0.000132850642664984	0.000254664999768486	3.90986458835642e-05	0.00658333451568508	0.00183539883379083	0.000715679895901106	0.000930436210388047	7.84026761446791e-05	0.00185584163484716	0.00327026395701939	0.00402414486921529	0.00230366260203121	0.000776677484674489	2.46596961925429e-05	0.00221587264563531	4.68801275139468e-05	0.00124900469938018	0.000831498044855949
"QnrB66_ARO:3002778_AGL43627.1"	0	0.000334526477770716	4.02150162870816e-05	0	0	0	0	2.33154581487526e-05	0	0	2.95998105612124e-05	0	0	4.55150597954098e-05	0	0	0	0	0	0	3.46374326734902e-05	0	0	0	6.05791365453738e-05	2.44444987655528e-05	0	0	0	0	0	0	0	1.47297098247165e-05	0	1.22818437503838e-05	0	0	0	0	9.93216332449371e-06	0	0	0	0	0	0	0	0	0	0	0	8.35096314441599e-05	0.000434130962840457	0	0	0	0	0	0.000133976420150054	0	1.03967395824669e-05	0	0	0	0	0	0	0	0	0.000108510869172062	0	0	0	0	0	0	0	0	4.63027272306339e-05	2.60657639223762e-05	0	0	0	0	0	0	2.91987853305302e-05	0	4.43012038852156e-05	0	0	0	0	0	5.61823003281046e-05
"arr-5_ARO:3002850_ABV26707.1"	0	3.34526477770716e-05	6.7025027145136e-05	0	0	0	4.00889975746156e-05	3.49731872231289e-05	0	0	2.95998105612124e-05	0	0	3.41362948465574e-05	0	0	0	0	0	0	0	0	2.6763729793384e-05	0	0	0	0	0	0	0	0	0	4.12762620217113e-05	1.47297098247165e-05	0	6.1409218751919e-05	0	0	0	0	9.93216332449371e-06	0	2.04398659144796e-05	0	0	0	0	0	4.61031327078675e-05	0	0	0	0	1.03364514962014e-05	0	0	0	0	0	5.02411575562701e-05	0	3.11902187474008e-05	0	0	0	0	0	0	5.31537916371368e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82438472625107e-05	0	0	0	0	2.21506019426078e-05	0	0	0	0	1.56125587422523e-05	0
"OXA-37_ARO:3001431_AAG33665.1"	3.39282079120581e-05	0	1.34050054290272e-05	0	0.000171909919202338	0	0	0	2.31123026787159e-05	0	5.91996211224248e-05	0.000239980801535877	6.15207940283816e-05	1.13787649488525e-05	0.000186019594063908	1.69416867143293e-05	3.05614131597445e-05	9.54084675014908e-05	0	0	0.000121231014357216	0	0	0	0.000323088728241993	4.88889975311056e-05	2.66028198989093e-05	0	0	0	0	4.4804874770375e-05	0	0	0	0	0	0	0	2.14808927459025e-05	0	0	0	0.000339822321471916	0	6.13145846958797e-05	0	0	4.61031327078675e-05	0	9.74354977005223e-05	2.6494277236117e-05	1.855769587648e-05	0	0	0	0	0	0	0	0	1.03967395824669e-05	0	0	0	2.73194186427713e-05	0.00015860656919572	0	0	0	9.04257243100517e-05	0	2.53485424588086e-05	3.01659125188537e-05	0	0	0	0	4.9818990999369e-05	0	1.30328819611881e-05	1.41882209389765e-05	3.24849351113421e-05	3.25309043591412e-05	0	0	0.00183451012180294	2.91987853305302e-05	0.000115636346816531	0	0.00033286177914621	7.39790885776287e-05	2.91562190215173e-05	0	0	1.12364600656209e-05
