"AHMA1"	"AHMA2"	"AHMA3"	"AHMA4"	"AHMA5"	"ASMA1"	"ASMA2"	"ASMA3"	"BFH1_S123"	"BFH10_S128"	"BFH11_S129"	"BFH12_S130"	"BFH13_S131"	"BFH14_S132"	"BFH15_S133"	"BFH16_S134"	"BFH17_S135"	"BFH18_S136"	"BFH19_S137"	"BFH20_S138"	"BFH21_S139"	"BFH22_S140"	"BFH23_S141"	"BFH24_S142"	"BFH25_S143"	"BFH26_S144"	"BFH27_S145"	"BFH28_S146"	"BFH29_S147"	"BFH30_S148"	"BFH31_S149"	"BFH32_S150"	"BFH33_S151"	"BFH34_S152"	"BFH35_S153"	"BFH36_S154"	"BFH37_S155"	"BFH38A_S156"	"BFH38B_S157"	"BFH39_S158"	"BFH4_S124"	"BFH40_S159"	"BFH41_S160"	"BFH42_S161"	"BFH6_S125"	"BFH8_S126"	"BFH9_S127"	"BH01_S76"	"BH02_S77"	"BH03_S78"	"BH04_S79"	"BH05_S80"	"BH06_S81"	"BH07_S82"	"BH09_S83"	"BH10_S84"	"BH11_S85"	"BH13_S86"	"BH14_S87"	"BH20_S88"	"BH22_S89"	"BH24_S90"	"BH25_S91"	"BH27_S92"	"BH29_S93"	"BH30_S94"	"BH31_S95"	"BH32_S96"	"BH33_S97"	"BH34A_S98"	"BH34B_S99"	"BH35_S100"	"BH36_S101"	"BH37_S102"	"BH38_S103"	"BH39_S104"	"BH44_S105"	"BH45_S106"	"BH46_S107"	"BH47_S108"	"BH48_S109"	"BH49_S110"	"BH50_S111"	"BH52_S112"	"BH58_S113"	"BH59_S114"	"BH60_S115"	"BH61_S116"	"BH62_S117"	"BH63_S118"	"BSE100_S122"	"BSE74_S119"	"BSE79_S120"	"BSE93_S121"	"CP1"	"CP3"	"CP4"	"CP5"	"CP6"	"CP7"	"CP8"	"DEU27"	"DEU27_1"	"DEU27_2"	"ESP75"	"ESP75_1"	"ESP75_2"	"FH1_S162"	"FH10_S171"	"FH2_S163"	"FH3_S164"	"FH4_S165"	"FH5_S166"	"FH6_S167"	"FH7_S168"	"FH8_S169"	"FH9_S170"	"FIN25"	"FIN25_1"	"FIN25_2"	"IRL69"	"IRL69_1"	"IRL69_2"	"JTH"	"Seafield"	"SWE41"	"SWE41a"	"SWE41a_1"	"SWE41a_2"	"SWESTP30"	"SWESTP31"	"SWESTP33"	"SWESTP35"	"SWESTP37"	"SWESTP49"	"SWESTP53"	"SWESTP57"
"blaTEM-54_1_AF104442"	10	11	5	11	7	0	6	2	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	1	0	0	0	1	3	3	0	2	2	7	4	1	2	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	1	9	0	0	0	0	5	0	3	0	0	1	0	0	1	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0
"blaTEM-55_1_DQ286729"	13	13	10	4	5	0	3	1	0	0	0	0	0	0	0	0	0	1	47	1	0	1	0	0	4	3	1	5	3	13	4	2	5	2	24	6	10	3	3	10	0	0	4	0	0	0	0	0	4	0	0	0	0	1	0	10	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	2	2	0	0	0	1	2	1	1	0	0	0	0	0	2	0	1	17	7	4	0	0	0	0	0	0	0	19	0	0	1	1	2	0	4	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-57_1_FJ405211"	3	13	7	3	1	0	1	0	0	0	0	0	0	1	0	2	0	0	51	1	0	0	7	0	2	6	0	5	1	18	4	1	6	0	18	7	5	9	0	11	0	1	5	0	0	0	0	3	10	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	4	1	1	1	1	3	1	0	2	0	0	2	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	18	7	2	1	0	0	0	0	0	0	14	0	0	0	1	1	0	6	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-60_1_AF047171"	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-63_1_AF332513"	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-67_1_AF091113"	4	5	9	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	3	2	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1	4	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-68_1_AJ239002"	3	9	5	5	5	0	2	1	0	0	0	0	0	0	0	0	0	0	19	1	0	0	2	0	1	2	0	2	0	4	1	0	1	0	11	3	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	6	1	2	0	0	0	0	0	0	6	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-70_1_AF188199"	8	13	11	13	2	0	4	0	0	0	0	0	0	0	0	0	0	0	52	1	0	2	3	0	2	7	0	4	3	23	3	0	12	0	30	12	8	5	5	8	0	5	1	0	2	0	0	0	10	0	0	0	1	0	1	12	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	1	1	1	1	0	0	0	0	0	6	8	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	3	1	1	1	0	0	0	1	0	14	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-71_1_AF203816"	3	2	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	8	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-72_1_AF157553"	3	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-76_1_AF190694"	7	10	8	3	4	0	1	0	0	0	0	0	1	0	1	0	0	1	44	1	0	1	1	0	4	3	0	2	3	17	1	0	7	0	27	4	4	2	5	10	0	1	3	0	0	0	0	0	4	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	4	4	0	0	1	0	1	1	1	0	0	0	0	0	0	0	2	9	5	1	3	0	0	0	0	0	0	13	0	1	1	2	3	0	1	3	0	0	0	1	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-77_1_AF190695"	7	9	4	9	3	1	2	0	0	0	1	0	0	0	0	0	0	1	39	1	0	1	3	0	1	4	0	1	0	10	2	0	5	1	16	9	10	3	3	2	0	3	3	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	3	1	1	0	0	0	0	0	0	5	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
"blaTEM-78_1_AF190693"	5	6	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	4	0	0	1	0	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-79_1_AF190692"	9	4	7	7	3	0	2	2	0	0	0	0	0	0	0	0	0	0	32	1	0	0	3	0	3	5	0	0	3	9	1	0	2	0	24	5	8	0	2	9	0	2	3	1	0	0	0	1	2	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	10	5	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	6	4	1	1	0	0	0	0	0	0	10	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	11	1	0	0	1	0	0	0	0	0	0	0	0	0
"blaTEM-80_1_AF347054"	7	2	5	7	3	1	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	4	1	0	1	0	7	4	4	2	1	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	3	1	0	0	0	0	0	0	9	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-81_1_AF427127"	7	7	6	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	1	2	0	4	4	0	2	0	11	0	1	8	0	4	1	2	1	3	6	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	4	2	4	1	0	0	0	0	0	0	9	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-82_1_AF427128"	6	15	5	9	5	0	2	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	2	0	0	2	0	2	0	8	1	0	2	1	8	0	4	2	3	4	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	7	3	1	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0
"blaTEM-83_1_AF427129"	4	4	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	4	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"blaTEM-84_1_AF427130"	6	7	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	3	0	0	1	0	0	1	1	3	0	0	1	0	5	1	1	1	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	3	3	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-85_1_AJ277414"	3	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0	1	0	1	1	0	5	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-86_1_AJ277415"	0	3	3	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	3	0	0	0	0	1	1	0	0	2	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0
"blaTEM-87_1_AF250872"	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-88_1_AY027590"	3	8	6	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	2	0	0	2	0	4	1	0	2	2	7	0	3	3	3	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-90_1_AF351241"	12	15	4	10	6	0	3	0	0	0	0	0	0	0	0	1	0	0	20	0	0	1	1	0	3	6	0	1	1	7	1	0	5	0	20	5	10	2	2	2	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	8	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	6	5	1	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-91_1_AB049569"	2	3	4	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	1	0	0	2	0	2	1	5	1	0	0	0	6	2	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-92_1_AF143804"	2	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-93_1_AJ318093"	8	5	3	4	5	1	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	1	0	1	0	4	0	0	0	0	7	0	1	2	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	1	6	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-94_1_AJ318094"	1	2	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-95_1_AJ308558"	10	8	11	8	1	0	5	0	2	0	0	0	0	0	0	0	0	0	45	0	1	0	5	0	2	4	0	7	2	12	2	0	5	0	16	9	13	3	7	5	1	4	0	1	0	0	0	0	13	0	0	0	0	0	0	18	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	4	6	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15	7	0	2	0	0	0	0	1	0	9	0	0	0	2	8	0	3	1	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-96_1_AY092401"	13	11	11	10	8	1	9	0	2	0	0	0	0	0	0	0	0	0	25	2	0	0	2	0	3	4	0	5	0	15	1	0	9	1	17	8	2	2	2	6	0	1	2	0	0	0	0	2	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	7	5	2	4	0	0	0	0	0	0	12	0	0	0	0	5	0	3	2	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-97_1_AF397067"	9	5	4	6	5	0	10	0	0	0	0	0	0	1	0	0	0	0	23	2	0	1	3	0	0	1	0	0	0	6	1	1	3	1	16	3	9	2	3	4	0	1	1	0	0	1	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	3	3	1	0	0	0	0	0	1	14	0	1	0	0	5	0	4	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-98_1_AF397068"	13	13	3	8	3	1	7	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	1	2	0	3	0	6	1	0	2	1	13	6	3	0	0	3	0	1	0	0	0	0	0	0	6	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	2	0	1	1	0	0	0	0	0	0	0	0	0	2	1	1	5	9	5	3	0	0	0	0	1	0	13	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	12	1	1	0	0	0	0	0	0	0	1	0	0	0
"blaTEM-99_1_AF397066"	7	6	6	8	2	0	1	1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	4	0	1	6	0	4	3	19	3	0	7	2	22	5	7	1	3	15	0	4	2	0	1	1	0	2	6	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	13	6	0	1	0	1	0	0	0	1	16	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-101_1_AF495873"	5	3	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	2	0	2	1	2	0	0	3	0	4	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"blaTEM-102_1_AY040093"	0	2	5	2	2	1	4	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	1	2	0	0	0	5	1	0	3	0	14	5	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0
"blaTEM-104_1_AF516719"	10	13	12	8	5	1	3	0	0	0	0	0	0	1	0	0	0	0	62	3	1	2	4	0	2	6	0	7	4	18	4	0	9	2	41	4	6	7	4	14	0	3	4	0	0	0	0	0	13	0	0	0	0	0	1	11	0	2	0	1	0	0	0	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	1	1	11	5	1	0	0	1	0	0	0	0	0	0	0	0	5	1	0	21	5	1	3	0	0	0	1	0	0	11	0	0	0	2	2	1	3	1	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0
"blaTEM-105_1_AF516720"	3	11	5	8	3	0	1	0	0	0	0	0	0	1	0	0	0	1	31	2	0	2	4	0	3	5	0	3	0	16	4	0	5	0	27	13	10	1	6	5	0	1	10	0	0	0	0	2	8	0	0	0	0	0	1	11	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	2	0	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	9	10	2	2	0	0	0	1	0	0	12	0	0	0	0	1	0	3	1	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0
"blaTEM-106_1_AY101578"	3	10	8	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	2	0	1	2	15	0	0	2	1	8	4	4	4	2	6	0	1	4	0	0	0	0	0	3	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	2	4	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	1	1	1	0	0	0	0	0	0	11	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0
"blaTEM-107_1_AY101764"	1	3	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	1	1	0	2	1	5	0	1	3	0	8	2	3	3	2	2	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	8	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-108_1_AF506748"	6	6	6	6	1	0	2	0	0	0	0	0	0	0	0	1	0	0	24	2	0	2	8	0	1	3	0	4	1	7	1	0	1	1	13	3	3	2	2	8	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	3	0	1	0	0	0	0	1	0	8	0	0	0	2	6	0	1	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-109_1_AY628175"	4	7	4	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	2	0	1	1	5	2	0	5	0	4	2	1	2	2	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	6	1	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0
"blaTEM-110_1_AY072920"	1	4	4	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	3	0	0	1	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	25	0	1	9	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaTEM-111_1_AF468003"	0	3	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
