"Cluster_name"	"AHMA1"	"AHMA2"	"AHMA3"	"AHMA4"	"AHMA5"	"ASMA1"	"ASMA2"	"ASMA3"	"BFH1_S123"	"BFH10_S128"	"BFH11_S129"	"BFH12_S130"	"BFH13_S131"	"BFH14_S132"	"BFH15_S133"	"BFH16_S134"	"BFH17_S135"	"BFH18_S136"	"BFH19_S137"	"BFH20_S138"	"BFH21_S139"	"BFH22_S140"	"BFH23_S141"	"BFH24_S142"	"BFH25_S143"	"BFH26_S144"	"BFH27_S145"	"BFH28_S146"	"BFH29_S147"	"BFH30_S148"	"BFH31_S149"	"BFH32_S150"	"BFH33_S151"	"BFH34_S152"	"BFH35_S153"	"BFH36_S154"	"BFH37_S155"	"BFH38A_S156"	"BFH38B_S157"	"BFH39_S158"	"BFH4_S124"	"BFH40_S159"	"BFH41_S160"	"BFH42_S161"	"BFH6_S125"	"BFH8_S126"	"BFH9_S127"	"BH01_S76"	"BH02_S77"	"BH03_S78"	"BH04_S79"	"BH05_S80"	"BH06_S81"	"BH07_S82"	"BH09_S83"	"BH10_S84"	"BH11_S85"	"BH13_S86"	"BH14_S87"	"BH20_S88"	"BH22_S89"	"BH24_S90"	"BH25_S91"	"BH27_S92"	"BH29_S93"	"BH30_S94"	"BH31_S95"	"BH32_S96"	"BH33_S97"	"BH34A_S98"	"BH34B_S99"	"BH35_S100"	"BH36_S101"	"BH37_S102"	"BH38_S103"	"BH39_S104"	"BH44_S105"	"BH45_S106"	"BH46_S107"	"BH47_S108"	"BH48_S109"	"BH49_S110"	"BH50_S111"	"BH52_S112"	"BH58_S113"	"BH59_S114"	"BH60_S115"	"BH61_S116"	"BH62_S117"	"BH63_S118"	"BSE100_S122"	"BSE74_S119"	"BSE79_S120"	"BSE93_S121"	"CP1"	"CP3"	"CP4"	"CP5"	"CP6"	"CP7"	"CP8"	"DEU27"	"DEU27_1"	"DEU27_2"	"ESP75"	"ESP75_1"	"ESP75_2"	"FH1_S162"	"FH10_S171"	"FH2_S163"	"FH3_S164"	"FH4_S165"	"FH5_S166"	"FH6_S167"	"FH7_S168"	"FH8_S169"	"FH9_S170"	"FIN25"	"FIN25_1"	"FIN25_2"	"IRL69"	"IRL69_1"	"IRL69_2"	"JTH"	"Seafield"	"SWE41"	"SWE41a"	"SWE41a_1"	"SWE41a_2"	"SWESTP30"	"SWESTP31"	"SWESTP33"	"SWESTP35"	"SWESTP37"	"SWESTP49"	"SWESTP53"	"SWESTP57"
"207"	"blaKLUC-3_1_clust"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00647241095223e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000185965183453446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65976851480348e-05	0	0	0	9.92010195288158e-05	2.48135567352629e-05	0	0	0	0	0	0	0	0	0	0	0	0
"522"	"mcr-1.11_1_clust"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56860741498652e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33959616041859e-05	0	0	0	0	0	0	0	0	0	1.5745269834664e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.30893309640769e-05	0	0	0
"524"	"mcr-2.1_1_clust"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"525"	"mcr-3.1_1_clust"	0.000975534014959648	0.000390550141695162	0.000156393485985694	0.00112385900643867	0	0	0	3.97460854880486e-05	0	0	0	0	0	0	0	0	0	0	5.94771273374803e-05	5.01414526193716e-05	0	0	9.53765331859797e-05	0	0.000225388116896093	4.18906876149769e-05	8.69556575835271e-05	5.23654813279957e-05	0.000156976719865749	0.000299588140257675	3.24493137981746e-05	4.39791955842723e-05	0.000122276452289425	0.000103034376854726	0.0114326272444527	9.95023888160701e-05	0.00110394219972063	2.96206840985986e-05	4.66553918530746e-05	8.82024856903781e-06	0	0.000108431403013054	0.000179765864283241	2.65222533416661e-05	0	0	0	0.000122193195848719	0.000553317397957417	3.81975991568748e-05	0	0	0	0.000147776274874993	6.3671205203922e-05	0.00571470105730272	4.24033666510903e-05	0.00970781359722588	0	0	1.52516058405886e-05	0	4.74430067775724e-05	6.09331335378141e-05	7.8575916545294e-05	8.23269835693977e-05	0	6.78992901638534e-05	0	0	0	7.00403708348132e-05	0.00015596023662954	7.08993877377483e-05	5.93396033924877e-05	3.21582097048549e-05	0	0	0	0	0.0196432041554298	7.73204660453742e-05	0	0.00176588573508398	3.58419903710189e-05	5.90671488945395e-05	1.74286826229199e-05	0	0	0.00291508490184777	0	0	0	2.42979727933074e-05	3.09421892611556e-05	1.42341139062597e-05	0	0	0	9.58016749485482e-05	0	0	0.000253418517060661	0	0.000434579611263343	0	2.94499213648853e-05	9.80261929552165e-05	0	1.32198466157854e-05	1.37669592959019e-05	0.000210209403510865	0.000102533447485389	4.2229173081929e-05	0	1.30087761934665e-05	0.000786189177825125	2.3793478661738e-05	0.000504855794826605	2.51506914292535e-05	8.31782787594705e-05	0.000105216329219756	0	0.000240695987858797	0.00021411341911735	4.67500602741849e-05	2.70280471010055e-05	7.93358008296475e-05	0	0.000105929952880873	0.000124830655545671	0.00017157089569366	0.000182413795497373	0.00024220432951023	0	2.68333372363642e-05	5.1437097389898e-05
"526"	"mcr-3.17_1"	0.000503138562207567	0.000437018945906419	0.000176166129693619	0.00168781263920687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05070269192014e-05	0	0	0	1.57150687416394e-05	2.14259777026667e-05	2.16595173381905e-05	0	2.22619540278362e-05	0	2.54789112953854e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83055944022268e-05	0	7.76125618007663e-05	0	0	0	2.24954987091382e-05	0	0	0	0	0	0	0	0	0	2.33611575338269e-05	0	3.55152201052307e-05	0	0	0	0	0	0	0.000123436989144198	0	0	0	0	0	0	0	0	0	3.22719588991037e-05	0	0	0	0	0	0	0	0	9.59122748965378e-05	1.45897677524978e-05	0	0	0	0	2.71451905464582e-05	0	5.89244324381449e-05	0	3.97328476844122e-05	4.13008778877058e-05	0	1.14042947952146e-05	0	0	0	0.000904346205651067	0.000142760871970428	0	5.03013828585071e-05	8.33320278884159e-05	2.10665867887358e-05	5.48093886062528e-05	0.000508657353369566	0.00014732189322304	2.34182372168283e-05	6.75701177525136e-05	1.98614337411866e-05	9.17615333447559e-05	3.5342588157238e-05	6.24729596544353e-05	7.63946810153736e-05	0.000149272688212747	0.000167870519941873	4.56511972841688e-05	0	0
"527"	"mcr-4.1_1_clust"	0	0	5.86136999780122e-05	0	0	0	0.000122349757278738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58863006322706e-05	0	0	0	0	0	0	0	0	0	0	0	6.3579755584887e-05	0	0	9.8614092906719e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.89242045015338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000185653135566933	7.11705695312987e-05	0	6.94881415057236e-05	0.000379088089651215	3.59007431174079e-05	4.36885480854317e-05	0	0	0	3.33959616041859e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106945513899583	0	0	0	9.15922316227176e-05	0	0	0	0	5.58535985784461e-05	0	0	0
"528"	"mcr-5.1_1_clust"	8.7815236741895e-05	2.2707188795176e-05	0.000319128310407181	0.000139108262920615	3.29941343499298e-05	0	2.42462773108139e-05	0	0	0	0	3.33027467067476e-05	0	5.32241094085618e-05	4.82036193499783e-05	0	0	5.01898137862654e-05	9.80130015137535e-06	0	0	0.0117776645515565	0.000220145430152462	0.00134395933912109	0.00405238317987283	0.0280271662671566	0.000429695363698676	6.90767436937524e-05	0.000372740967556347	0.00631913976019586	0.00660168942722875	0	0.000219916484427022	5.09217565387173e-05	6.29296112447611e-05	5.62428188321421e-05	5.19625208391421e-05	0	1.15412315781616e-05	1.74792494494278e-05	0	0	0.00319951653128176	0.000235938393280202	0.00133564536922791	4.78404361159008e-05	0	0.00302274779592889	0.00928563274321251	3.78484437715286e-05	0	0	0.000282979038532453	2.43817137779956e-05	3.1486400379636e-05	0	4.19382474556487e-05	0.00225431500556077	5.48065270872541e-05	0	0	2.22487473521824e-05	4.68369829683698e-05	0.000160793840302566	0.00166260535084449	0.00149758224878042	0.000171140889625906	8.95678172851762e-05	5.98044967700135e-05	5.1351201431729e-05	0.000117614549308046	0.000946458099243273	0.00177360568844081	0.000561305426118824	0.000606696485379434	6.36109376611572e-05	0.00091401574006487	0.000575442110326443	0	0.000308028020347906	0.00198620414557441	0.00137663065541388	2.06539200060535e-05	7.756714771394e-05	0.000195019164820503	3.89229700773854e-05	6.90459708754288e-05	7.03641165200013e-05	7.51913651375737e-05	0	0	0	0.000110427789368314	0	0.000183788280180579	0	0	1.37454644876285e-05	0	1.18358897625518e-05	1.44034021060243e-05	7.12620509218255e-05	0	0	0.000165332715397742	0	5.82549539407585e-05	0.000135875874709938	0	1.3099007067195e-05	2.71822079528574e-05	7.33362408275264e-05	1.12586194967356e-05	4.17665277690285e-05	9.35796062631775e-05	2.56852113892897e-05	0.00562601282785748	4.69790947299279e-05	0	0	1.37112612796937e-05	6.24304851590738e-05	0	7.93367232471812e-05	5.29356318507918e-05	1.1559549575095e-05	2.67071884506067e-05	3.9215458591175e-05	0	0.000261779167564092	0.00024681254085925	0.000377473345090217	0.000524536465849117	0.000552858255830265	0.000270573151989401	0	5.08728879121294e-05
"529"	"mcr-6.1_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"530"	"mcr-7.1_1"	2.96511941344547e-05	0.000115217957960708	0.00015688210068189	0.000112729214544557	0	0	0	3.98932932120784e-05	0	0	2.5325481776178e-05	0	0	0	0	0	0	2.54434260465344e-05	0.00184010335064154	5.02343071612593e-05	0	0	0	0	0.000225995031844755	8.40398960306429e-05	0	3.50180422504049e-05	1.57441707207906e-05	5.36641385978829e-05	4.33992551109668e-05	4.411490040918e-05	3.34547698029427e-05	1.72253843106278e-05	0.00142946129000925	0.00085535882302626	0.000337240339309769	6.92855312014985e-05	8.18358809495938e-05	1.77058323126611e-05	1.87865315695464e-05	1.08752592231026e-05	7.5890013687306e-05	0	0	0	0	3.06472784818691e-05	0.000473495829371429	3.83390717463447e-05	0	0	0	4.93955460613467e-05	0	0.00609697261647225	0	0.00010885880427389	0	0	0	0	0	0	1.57559134808005e-05	0	0	2.27029347523552e-05	0	0	0	0	1.95491657710864e-05	0	0	3.2217761945049e-05	0	5.8348716176689e-05	0	0	7.06660435206465e-05	0.000620396001990907	0	3.93581453215177e-05	1.79707604058871e-05	0	1.7493233299301e-05	0	0	0	0	0	3.72864202373256e-05	9.73718761568838e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90335517574748e-05	0	3.98064270319759e-05	2.75849073299368e-05	0.000533037884488388	0.000742651900877264	1.41198259777292e-05	3.1607171297733e-05	1.30328665197507e-05	0.000100668991205191	0	0	0	0	0	0	0.000107284065564497	0	0	0	0	0	1.77040186972831e-05	0	0	0	0	0	0	0
"531"	"mcr-8_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34712120635579e-05	0	0	0	0	0	2.40397951647105e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"532"	"mcr-9_1"	0	6.91307747764248e-05	0.000372594989119488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98930091961248e-05	0	0	0	0	0	0	0	0	0	0	2.14656554391532e-05	0	0	1.11515899343142e-05	0	0	0	0	0	0	0	0	1.08752592231026e-05	9.48625171091325e-06	0	0	0	0	0	2.70569045355103e-05	0	0	0	0	0	0	0	0	3.11025155068256e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91743580883445e-05	0	0	0	0	0	0	0	1.97498033355622e-05	0	0	0	0	3.23317217859539e-05	0	0	0	0.000357153084564412	1.42868328466533e-05	4.36491456728448e-05	0.000223185615976902	0.000126830706537629	4.80449451102101e-05	0.000116934286727427	0	8.47857013869619e-05	0.000160957887563599	0.000100558951052604	0	0	0.00224327496678404	0	1.32688090106586e-05	0	2.4792459743646e-05	0.000182806621754403	0	0	0	0	4.76750813185194e-05	0	0	1.39143910764299e-05	2.11055989864927e-05	0	0.000214568131128994	8.05062062966309e-05	3.5192406484178e-05	0	0	0	8.85200934864156e-05	0	0	3.3233137581521e-05	1.86868212527888e-05	0	0	0
"523"	"mcr-10_1"	0	0	0	0	0	0	0	0	0	0	0.000101301927104712	0	0	5.39632881443357e-05	0	4.44712426997856e-05	5.28355537989449e-05	5.08868520930688e-05	0.0335197204954703	5.02343071612593e-05	6.52179805125286e-05	3.92241663654811e-05	0	0	2.05450028949777e-05	0	0.000174233373158104	1.75090211252025e-05	0	7.51297940370361e-05	0.0001301977653329	0	4.4606359737257e-05	8.61269215531391e-05	0.00039565446419899	1.4255980383771e-05	0	0	0	0	7.51461262781856e-05	3.26257776693077e-05	6.64037619763928e-05	7.97141058768966e-05	0	0	0	0	0.00261099128767674	7.66781434926894e-05	0	0	5.7392295345224e-05	0	0	0	4.24818914041479e-05	0.000124410062027302	0	0	6.12323730785112e-05	0	0	0	0	1.6508071267702e-05	6.51286163298587e-05	0	0.000363478441479971	2.60321845702171e-05	7.15880174674763e-05	0	0	0	0	0	3.43307072571548e-05	0	0	2.23133883517738e-05	1.76665108801616e-05	1.55099000497727e-05	0	3.93581453215177e-05	0.00012579532284121	0	3.49864665986021e-05	0	2.54196134436082e-05	0	0	0	0	4.86859380784419e-05	3.10567899621228e-05	2.85736656933066e-05	0	1.39491009985564e-05	4.22769021792096e-05	1.20112362775525e-05	2.92335716818567e-05	0	0	0	6.70393007017361e-05	0	2.95589951477182e-05	0.00011806710351495	0	3.98064270319759e-05	0	0	0	0	0	0	0	0	0	2.51972667837521e-05	0	4.22111979729854e-05	0	0	5.36708041977539e-05	0	2.70780990400814e-05	0	4.59657310551046e-05	1.77040186972831e-05	0	0	0	0	0	0	0
"486"	"fosB1_1"	0	0	0	0	0	0	0.000190830412791586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.91496938114653e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"496"	"fosX_1"	0	0	0	0	0	0	0	0	0	0	8.8230710704104e-05	0	0	0	8.50560638207681e-05	0	0	0	0	5.8336614767914e-05	0	0	5.55508060818754e-05	0	0	0	0	0.000121998340743346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000761125906205236	0	0	4.71313820941146e-05	0.000267136757974531	0	0	0	0	0	0	0	5.41785753989865e-05	0	0	0	0	0	0	0.000164674708638044	0.000172535970668885	0.000151266463733865	0	0.000633155994836078	0.000272078316153237	0.000415672359488572	0.0003261519026013	0	0.00012395957468987	0	0	0	0	0	0.000466421795224174	0	0	0	0	0	0	0	0.00136636814668373	0.00132837979931114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"475"	"fos_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63888983775272e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"488"	"fosB3_1_clust"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"487"	"fosB2_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"482"	"fosA5_1_clust"	0.000339672966920665	0	0.000374791519686194	0.000217406342335932	0	0	0	0	0	0	9.47512251210354e-05	0	0	0	0	0	0	0	0.000304617035902257	0	0	7.56466065619993e-05	0.000121158855594113	0	0	5.40256474482704e-05	0	0	6.07275156373353e-05	0.00173250360272982	0.00713815369579679	0	0.00143145796626316	0.000787315429310936	0.000195437582048591	0.000108323815314625	0.00225806593119311	3.81777416824584e-05	8.8832642416463e-05	0.0025582620267261	7.02867924772868e-05	8.3894856863934e-05	0.000838270425025076	0	0	0.000374522271307338	0	0	0.00239406739831179	0	0	9.79181208673307e-05	0	0	0	0	0	0.00113248148057474	0	5.98307334160085e-05	5.90455026114216e-05	0	0	7.85843388556692e-05	0.000239442060954349	0.000314546565464728	0.000164959547200371	8.75684626162272e-05	0.000233664712379981	0.000298214949735097	0.000365403569198062	0	0	0	0	0.000124268510359475	0	0	0	8.34819610389688e-05	6.8142256252052e-05	5.98239001919803e-05	0	0	0	0	0.000134947799737465	0.000275048133423349	9.80470804253461e-05	0	0	0	0	0	0.00355774945913833	0.000163664602474924	0.000131655961587028	0.000586994369569075	0	0.000412788663176357	0.00104919684205458	0	0	0.00184387323391069	0	0.000206644218361031	0	0.000223143319856611	0	0.000100822811060534	5.16022515871797e-05	0.000286884177033618	0.000132208360375953	0.000269040682841238	0.000779626178730588	0.000350378146231741	0	0.000456963531001526	0	0.00058021881727878	0.000478194147432333	8.14073103764718e-05	0.000211799137399877	0.000620714950766019	0.00010350797952424	0.000314014725623423	0.000104444096297457	0.000458197247864456	0	6.62367443177798e-05	0	0	0	0	0	0	0
"481"	"fosA4_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64361309765449e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178756223483043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2602413719103e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117635654725298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"480"	"fosA3_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125087632415209	0	0	0	0	9.91661223798813e-05	0	0	0	0	0	0	0	3.68530642006702e-05	0	0	9.43041690342218e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12783758511601e-05	0	6.98144648861802e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"479"	"fosA2_1_clust"	0	0.000438152797878749	3.7287119000097e-05	0	0	0	0	0	0.000103796470488641	0	0	0	0	0.000102606252105427	0	8.4557996682691e-05	0.000200923936981903	0.000193513381198994	0.015772914826702	0	0	0.000223743484197463	0	0	0.00023438665274552	0	0	0	0.000119744397031365	0.000285704850563377	0.00127905551154504	0.000503282666639941	0.000212037273398933	0.00045853487812798	0.00116485276147635	0.000162638649448655	0.00056107767719671	0	0	0.000100998057558137	7.14417397715145e-05	0	7.21489566745515e-05	0	0	0	0	0.000233091977186047	0.00545330005497397	0	0	0	0.000109126195374722	9.39211087081944e-05	0.0212256033545117	0.0193034187064595	0	0.000118277171645675	0	0	5.82138758140776e-05	0	0	7.74775171816456e-05	5.99168540819174e-05	0	8.2557400981511e-05	0.000172670207975659	0	0.000197991262928412	0	0	7.43418980027229e-05	0	0	0	0.000130553393794814	0	0	8.48537303518157e-05	0.00053746004931196	0.000235925240193725	0	0	6.83395114026694e-05	7.51048859239691e-05	0.000133047126501726	0	0	0	0	0	0	0	5.90516428857265e-05	0	0	0.000159137631110291	0.00016077131814629	0	5.55849602401501e-05	0.000550022590213527	0.000322424498232109	0	0.000127469092883583	0.000310258058147195	0	0.000673481365120488	0	0.000454129660505641	0	0.000377124739762502	0.00052138508317277	0.000107390225746109	6.00981426083655e-05	4.95616050751084e-05	0	0	0	0	0.000105827763116509	0.000160521457080367	0	0.0010199541444512	0	0.000223050463632114	0.000102973052687633	7.56692651688869e-05	0	0	7.93377257583321e-05	0	0	0	0	0	0
"497"	"fosX_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"495"	"fosK_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"498"	"fosX_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000325979479697591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8999213342249e-05	0	7.13087753319794e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"499"	"fosX_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"494"	"fosG_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68691025771268e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"493"	"fosF_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
