"Cluster_name"	"AHMA1"	"AHMA2"	"AHMA3"	"AHMA4"	"AHMA5"	"ASMA1"	"ASMA2"	"ASMA3"	"BFH1_S123"	"BFH10_S128"	"BFH11_S129"	"BFH12_S130"	"BFH13_S131"	"BFH14_S132"	"BFH15_S133"	"BFH16_S134"	"BFH17_S135"	"BFH18_S136"	"BFH19_S137"	"BFH20_S138"	"BFH21_S139"	"BFH22_S140"	"BFH23_S141"	"BFH24_S142"	"BFH25_S143"	"BFH26_S144"	"BFH27_S145"	"BFH28_S146"	"BFH29_S147"	"BFH30_S148"	"BFH31_S149"	"BFH32_S150"	"BFH33_S151"	"BFH34_S152"	"BFH35_S153"	"BFH36_S154"	"BFH37_S155"	"BFH38A_S156"	"BFH38B_S157"	"BFH39_S158"	"BFH4_S124"	"BFH40_S159"	"BFH41_S160"	"BFH42_S161"	"BFH6_S125"	"BFH8_S126"	"BFH9_S127"	"BH01_S76"	"BH02_S77"	"BH03_S78"	"BH04_S79"	"BH05_S80"	"BH06_S81"	"BH07_S82"	"BH09_S83"	"BH10_S84"	"BH11_S85"	"BH13_S86"	"BH14_S87"	"BH20_S88"	"BH22_S89"	"BH24_S90"	"BH25_S91"	"BH27_S92"	"BH29_S93"	"BH30_S94"	"BH31_S95"	"BH32_S96"	"BH33_S97"	"BH34A_S98"	"BH34B_S99"	"BH35_S100"	"BH36_S101"	"BH37_S102"	"BH38_S103"	"BH39_S104"	"BH44_S105"	"BH45_S106"	"BH46_S107"	"BH47_S108"	"BH48_S109"	"BH49_S110"	"BH50_S111"	"BH52_S112"	"BH58_S113"	"BH59_S114"	"BH60_S115"	"BH61_S116"	"BH62_S117"	"BH63_S118"	"BSE100_S122"	"BSE74_S119"	"BSE79_S120"	"BSE93_S121"	"CP1"	"CP3"	"CP4"	"CP5"	"CP6"	"CP7"	"CP8"	"DEU27"	"DEU27_1"	"DEU27_2"	"ESP75"	"ESP75_1"	"ESP75_2"	"FH1_S162"	"FH10_S171"	"FH2_S163"	"FH3_S164"	"FH4_S165"	"FH5_S166"	"FH6_S167"	"FH7_S168"	"FH8_S169"	"FH9_S170"	"FIN25"	"FIN25_1"	"FIN25_2"	"IRL69"	"IRL69_1"	"IRL69_2"	"JTH"	"Seafield"	"SWE41"	"SWE41a"	"SWE41a_1"	"SWE41a_2"	"SWESTP30"	"SWESTP31"	"SWESTP33"	"SWESTP35"	"SWESTP37"	"SWESTP49"	"SWESTP53"	"SWESTP57"
"47"	"aac(6')-Ig_1"	0	8.5229722327099e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000322212402415672	0	0.000524086778787962	0	0	0	4.12456066063677e-05	0	0	5.27275986797009e-05	0	0	0	0	0	0	3.50861364650216e-05	0.000196555329559471	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75183505948144e-05	0	0	0	0	0	0	5.82752964358375e-05	0	0	0.000167939517346189	0	0	0	0	0	0	0	0	0.000126976588485367	0.000107905160052781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137908677590109	0.000180071277824374	0	5.28417105287177e-05	0	0	0	4.44251204786189e-05	0	0	0	0	0	0	0	0.00131005964174122	0.0123151724523987	0.0023556680106594	5.10131847882393e-05	4.58490693889343e-05	0	0	0.00648812961502094	0.0161000534623441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"55"	"aac(6')-Ij_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87425637126236e-05	5.06661563202921e-05	4.55371709577171e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"56"	"aac(6')-Ik_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"59"	"aac(6')-Ip_1"	0.000460104736569124	0.000143029189192603	3.04297178046769e-05	0.000174924643258796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94400915166273e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"58"	"aac(6')-Im_1"	0	0.000139033960444206	0	0.000255057720058915	0.000100825650778836	0	0	0	0	0	0	0	0	8.13971385417354e-05	0	0	0	7.67567042744612e-05	0	0	0	0	0	0	6.19793383423908e-05	0	0	0	0.000189985523781608	0.000226648540670388	0	0	0	0	0	0	0	0	0	2.67071213654664e-05	0	0	5.72354851831638e-05	0	0	0	7.07169379602599e-05	0	0	0.00046263907805645	0	0.0011053624742975	0	0	0	0	0	0	0.00033496279683495	0	0	0	0	0.000430238279768468	0.000285190836188791	0.000398407083108785	0.0011788643402723	6.84893003702336e-05	0.00146203618919318	0.0026701168084312	0.00201566261472671	0.00120029366390283	0.00224105520459605	0.000858714372153287	0.00107739421714484	0.00612317464452832	0.00238205242532884	0.00149620450978214	0.0101536166490212	0.00188479570882022	0.00325103278431578	0.00229269248780439	0.00391316783846535	0	0.000271067335731258	0.000297902061486134	0.000369410178052279	0.000752925057974531	0.000383424336858895	0	0	0.000237832475128746	0	0.000367184449194953	9.36908747460688e-05	0	0	0	0	0.000144940057874377	0	0	0	0	0.00010112073290206	0	0.000178344775192937	0.000178090044408025	0	4.00288093058976e-05	0	0	0	0	0	0	0	7.19121338324035e-05	0	7.6014100911878e-05	4.19763753143697e-05	0	0	0.00356015279024085	0	3.53890121069947e-05	4.0844060004592e-05	6.00281321451505e-05	0	0	6.29383075848221e-05	0	0	0	0	0	0
"60"	"aac(6')-Iq_1_clust"	0	0	5.75518575871062e-05	8.27089345843221e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05527583029295e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56395607980593e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"61"	"aac(6')-Ir_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87425637126236e-05	0	9.10743419154342e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"63"	"aac(6')-Iw_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48474552645793e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"37"	"aac(6')-Iad_1"	0	0	0	0.000104954785955278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"38"	"aac(6')-Iae_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"40"	"aac(6')-Iai_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.001899810983e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7103576316895e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34"	"aac(6')-I30_1_clust"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25505868352956e-05	0	0	0	0	0	0	0	0	3.17439998944615e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59902339439582e-05	0	0	6.62680257636314e-05	0	0	0	0	0	0	0	0	0.000100208550912776	0	0	0	0.000103134225678781	9.05442813716459e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"32"	"aac(6')-31_1"	0.000647870022128548	0	0.000214239284890731	0.000439839420910846	0.000104322494158448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35013119570598e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038776107698373	0.0035675790692221	0.000245242598809278	0.000783729836450681	0.000329906462092098	0.000299933761381659	0.000684369741685085	0	0	0	0	8.48875611886353e-05	0	0	0	0	0	0	0	0	0	4.06806238188751e-05	0	0	0	0	0	0	0	0.000167437558973493	0	0	0	0	0	0	0	0	0	0	0	0	0
"33"	"aac(6')-32_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122148884419791	6.17014248020897e-05	0.00010517947443046	0	0	0	0	0	7.93813410034266e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000752093775349589
"50"	"aac(6')-IIa_1"	0.000173098863055195	0.000269049501832572	8.58611496975207e-05	0.000329047437048979	0	0	0	0	0.000239012413125196	0.000302823832235597	0.000147846055774445	0.00138107390667118	0.000285641100118875	0.00622182127631719	0.000570105508852716	0	0.000308445395150597	0	0.000261297364035585	4.8876623183928e-05	0.000666280990100968	5.7246080641513e-05	0.000139627701773362	0	0.000539722778754549	0.00204421368723185	0	0.00281090771577575	0.00114889894449013	0.00686088760063312	0.0153914871774623	0.000815529510267004	0.00315740692302367	0.00356984451064579	0.000745086000583973	0.000124836152549778	0.0472193441307208	0.000231130111807316	0.000272996915600189	0.000465137000213691	0.000109672724838433	0.00142847999525077	0.00919294706341907	0.000155119341165853	0.00109076694993849	0	0.000821080987776423	0.000178913841948209	0.00019744227634021	0.000111908641854195	0	7.63937771811788e-05	0	0.00108136195431597	0	0	0.000248002393062053	0.000453928604694211	0.000162049569279611	4.52773117742767e-05	0	0	6.93693693693694e-05	0.00773099982255772	0.00119574608254291	0.00081915726614867	0.000126736766912157	0.00145789656679989	0	0.000379929180213979	0.000417919237107429	0.00157125882807248	0.00194012261382241	0.00176558637463679	0.00110036568543832	0.000658287244066408	0.00130271116186609	0.00178830930119906	0.000254076986976905	0.000586178742646597	0.00464104015554516	0.00267105630046355	0.000366411705188473	0.000344649704977615	0.00220311808651632	0.00155649801422972	0.0019403305259549	0.00031221680010218	0.000148395581184308	0	0.000188747348804488	0	0	0.000284220611484958	0.00190369728740796	0.000625531600312928	0.000152889980518937	0.000488595537679163	0.000987222796833435	0.00641594794025806	0.00153594765809539	0	0	0.000469823023158614	0	0	0.000172560620321814	0.0167719107047183	0	0.0139817385326367	0.00467005025715471	0.00238811693314471	0.00136734412352787	0.00164858508712946	0.000876458317607407	0.000418460687174699	0.00666047812081911	0	0	0	0	6.16055321767895e-05	0.000160280428302609	0.00344468837542223	7.83303628832084e-05	3.4241260362984e-05	0	5.80812738053078e-05	0	0.000310059570698364	6.08970651766658e-05	0	0	5.45453160892213e-05	0	0	0
"51"	"aac(6')-IIb_1_clust"	0.0286371235120348	0.0526306492433108	0.026304536508112	0.0690534597962527	0.00237128605753456	0	0.00153731209859867	0.000547012936378417	0.000732344084854109	9.27523327211679e-05	0.000256692582109576	0.00177417577490417	0.000128382249967446	0.000289471943025907	0.00091698783378246	0.0011536716731551	0.00195316210256581	0.000455451383374427	0.0100571531384742	0.00275556247419791	0.00138005074273228	0.0135885451629383	0.00271911551463039	0	0.0150557112795855	0.0374083774883756	0.00109126152783302	0.00800711476347465	0.0117254698481841	0.0120698542898959	0.0379283940146791	0.00497167874005122	0.0151276860408344	0.0100153909160405	0.0247302660976455	0.0769194824241319	0.0571829116994063	0.0130715078281661	0.0128048898112228	0.0110155594167686	0.000134367245662981	0.00245769478235986	0.00981331931591226	0.000586415357199108	0.00143465975623233	0.000390883897004933	8.38300125489174e-05	0.001315799989616	0.0154877142901939	0.000799914831972325	0	0.000234246112351128	0.00066732638899999	0.000588983736633576	0.000209215039864748	0.00843630888692884	0.000151921995749933	0.00944850289687923	0.000364168326996952	0	0	0.000201713781242714	0.000169977924944812	0.0159385520317087	0.00700802923826723	0.00281511207347807	0.00205844650243528	0.00368267501851713	0.00227654456889764	0.00226617448380386	0.00213436068616398	0.00655849518277877	0.0236005374318633	0.0112859861282438	0.00875284962617416	0.00309364071744856	0.00194468238854714	0.00248783161739487	0.0204136215824913	0.00242166107338913	0.0188334016672277	0.00793468349763757	0.00139717560800527	0.0419383496059704	0.000396604707534411	0.000800715746956562	0.00099125975175784	0.000159558309444484	0.00033348419729758	0.00435652191132498	0.00190810510432505	0.000235204491978152	0.000244583418833842	0.00043527163182713	0.00125913460251103	0.000144807670234528	0.000109353638817132	0.000241152911412604	0.000768891726106608	0.00946081630888335	0.00243136763371918	0.000258619893411658	0	0	0	0.000356781820235663	0.00049349710899359	0.00138448377320648	0.00595369264255035	0.000181940611936425	0.000189120776242492	0.00999379870449406	0	0	5.65161341085292e-05	3.88825851970463e-05	0.000310283407819885	0	0	0	4.15125479628297e-05	0.000138443956909678	0	0.0144552628869499	4.79838315675283e-05	0	0	5.93648378673035e-05	0	0	6.22428566722827e-05	0	0	0	0	0	0
"52"	"aac(6')-IIc_1"	0	0	0	0	9.3029853038204e-05	0	0	0	0.00060779788904689	0.000144387651968004	0.00331319962618246	0.000470358381322105	0	0	6.79571643928817e-05	6.18929666440315e-05	0	0	0.000304547615012838	0.000139827452923093	0	0.000109180669264741	0.00044383375993251	0	0.000171561364380741	0	0	4.87364505546873e-05	0.00017529592142736	0	3.02005125772192e-05	0.000204656754475577	9.31215241937581e-05	0.000623310298250553	0.000603942131916649	0.000198407974413308	2.93346944631564e-05	0.00118469074705361	0.00104132844094918	0.000123210688773673	0.000156877222384872	0.000181628040633259	0.000237645274819786	7.39615415352649e-05	0.000845133542075408	6.75684510090558e-05	0.00110923526913954	0.0127107217868618	0.000941412915539661	0.0117388704213035	0.000435778674236765	0.00254974075901099	0.000479255249790015	0	0	0	0	0.000259722036706482	0.00030906361151266	0	0	6.27322927919781e-05	0	0.0100944418777488	0.00789419995017427	0.00496263255841432	0.010695864516852	0.00473953019314632	0.0192231381937345	0.0094198935919033	0.0088341089596463	0.0371334028283825	0.0407025723621506	0.0413986641451374	0.0258463540545984	0.00349745395135429	0.00410906712634606	0.00462879763896517	0.00403816517102469	0.0042234413416347	0.00550758029913493	0.0151101603577682	0.0184024297983833	0.000766875202656376	0.00115049919711917	0.00192407877856766	0.00116862012143784	0.00704633620161879	0.00558969437888829	0	8.99955142495625e-05	0	0	0.000880864137398614	0	0	0	0	0	0	0	0	0	0	0	7.56987014723397e-05	0	0	0	0.000184668991385455	0.000115174097614685	0	3.18026983722223e-05	0	4.39893621154016e-05	0	0	0	0	0	0	0	0	0.00515129417903758	0	0	0	0	0	0	0	0.000106519387704426	9.25046097629966e-05	0	0	0	0
"62"	"aac(6')-Isa_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66"	"aacA43_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12374467046563e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40916473933927e-05	5.07442333791877e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"80"	"ant(3'')-Ia_1_clust"	0.127346976362138	0.0932197313739423	0.0733497627054482	0.100698188947441	0.138746606611197	0.000724185932673758	0.00372042428748154	0.00320899321217441	0.0201690900829789	0.0356623677127417	0.0593296363767808	0.0861762164018525	0.0140816302976946	0.01656664779341	0.0426722285602433	0.0197226023772491	0.0142644531561786	0.0266702837091313	0.0646760285809534	0.0484622941689186	0.0186888710737111	0.0773648994579045	0.0454745642780674	0.0298038084926063	0.0388382285321222	0.085768139183905	0.00417084021853739	0.039808106686296	0.0563111592121642	0.021357581370885	0.0626764621777339	0.0336214664919352	0.0268904261753274	0.0248599887724625	0.0512187892455604	0.0270337868600059	0.0584247130708213	0.0181261180391002	0.0204797027316616	0.0146559671523786	0.0162338151223035	0.0139418158571778	0.0187680297452332	0.0159603418356847	0.0823085167786909	0.0275890918269973	0.0216695779747042	0.141773003713396	0.124165316751047	0.0356042969662142	0.00229991760788862	0.0537493068968917	0.00542173304932197	0.0116916155064702	0.0149807769707488	0.0155342878079905	0.002023237212643	0.0314834923079865	0.0125789976158372	0.000179228018934983	0.000336236969779851	0.00071538399998439	0.00178402456557822	0.0572789654149281	0.0488779162628589	0.04756013249272	0.0306256179902956	0.0456579591680395	0.0359007969462806	0.0433610913792034	0.0437505962799682	0.0615764527646342	0.0672619104934534	0.0630435782990516	0.0735855877115504	0.025684305818088	0.0549823996318264	0.0487353537921108	0.034131083279413	0.0344448198590124	0.0917702125731209	0.0431083185006915	0.0418979827191008	0.0388129013870968	0.106342457311532	0.0994980007541895	0.100797693591355	0.0193061876174941	0.0157982515673177	0.0211752051656472	0.00246924466257554	0.000453910352364122	0.00100395207496818	0.0123307564535315	0.00744444291718252	0.0299564631941106	0.00206476444414594	0.0313254713982913	0.00621459089721183	0.00711227279225818	0.014676041492956	0.00491755586034841	0.00520233136435434	0.00803282530635908	0.00373481073746477	0.0103124729204298	0.0102557025223215	0.0691655977036835	0.0157654248917141	0.0189039748338492	0.00646994800097856	0.0101654597094558	0.000775934025021025	0.00397093552812012	0.00570411960776551	0.00317195392458507	0.00684775412773401	0.00562418922622141	0.00442425219581107	0.00510491394730576	0.00257358506476055	0.00184692061282237	0.00223733067040214	0.0361551465772896	0.00185893080877098	0.00227444597867947	0.0011720123510386	0.000952656433722944	0.00155344204287364	0.00551389431809136	0.00644815630873191	0.0049972638654186	0.00460575338584915	0.00479269215831408	0.00143623395090754	0.000883684295583077	0.0042434920679034
"72"	"aadA4_1_clust"	0.00200906570142959	4.73138382500246e-05	0.000744891723294713	0.0002314592237797	0.000754850594614172	0	5.04285691597536e-05	0	0.00431524946130344	0.00191711665654855	0.00176796899395676	0.00104086911760253	0.00819779096462839	0.00110799146760233	0.122112047822987	0.00333280681982044	0.00065090187950031	0.00386585287003617	0.0185436126787907	0.00182218741565937	0.0002008614608941	0.00302011166882507	0.00088395484202528	0.00280034113246523	0.00291067227325805	0.00080524919390578	0.000357741526636412	0.00603961367482269	0.00362056062811185	0.00892497879190646	0.00196039220805432	0.00353254677801267	0.00540364494763881	0.00526978867541108	0.00408805741004819	0.000497604182216797	0.0013848652716903	0.0082713601561463	0.00751325399136358	0.0022721362758643	0.0068274398761112	0.00250089611335834	0.00420713459909096	0.00305520223284836	0.0200928707520157	0.0105663697836519	0.000721958092864251	0.000692185681301531	0.00430544279395857	0.0121227270206313	0.000160724453996069	0.00123595255477534	0.000117839693864718	0.00167343846162205	0.000327434619917508	0.0020378951711261	0.000174450352534143	0.00300145187666629	0.00262175253720435	0.000127396238452338	3.14310660288936e-05	4.62740106526378e-05	0.000731939163498099	0.00761341807620703	0.00443202463615825	0.00274548683364747	0.00303108085124513	0.0128655718459735	0.00609482861949305	0.00930031962820379	0.0104360630787188	0.0104759247042756	0.0213137938904993	0.00942422698069941	0.0144619804665122	0.00390288173220252	0.00613253470319823	0.00479213790652655	0.00577872183941768	0.00343609212261155	0.00431653988273455	0.00302531510476555	0.00459640031952207	0.01066710493733	0.00121763859480193	0.000932671321017806	0.000969776963892811	0.00373354310388348	0.00433196606289932	0.00299821469942898	0.000331922619095344	8.09353860229003e-05	0.000153115337856698	0.000599781138304759	0.00475062608432016	0.000704020356245729	0.000304714188043129	0.00146067772433552	0.00182289000270812	0.000246618539539101	0.00168065248604439	0.00237576297521888	0.00261127065108134	0.00198290325363522	0.000963530633659933	0.00720317757812462	0.00782920000756673	0.00282822339218321	0	0.00348722463428413	0.000594701234071261	0.000178166345686277	4.69180493095902e-05	8.69738330187121e-05	0.00863128153081058	0.00371957019381174	0.000688989293419557	0.000832047997155909	0.000780318937631236	0.000931244992920422	0.000657097859959163	0.000953363178553358	0.000901958303756129	0.000991255814911513	0.000330595828138256	0.000963442306791186	0.000861763075914377	0.00118481381735923	0.0014156746066401	0.00189022374532209	0.00158494452902767	0.00153217811287392	0.00180823649730633	0.000652262430040307	0	0	0.000423231478143495
"74"	"aadA9_1"	0	0	0	5.45463941344633e-05	0	0	0.000285219649226133	0	0	0	0	0	0	5.22225369138732e-05	0	0	0	0	0	0	0	0	0	0	0	2.71096438808526e-05	0	0	0	0	0	0	0	0	2.47026720623719e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151966115898044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39411640368165e-05	0.000117251110154829	5.03848733617105e-05	0	0	0	0	0	0	6.64465301751384e-05	0	0	0	0.000170966234324145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26363730667882e-05	5.72109583504223e-05	0	0	0	0	0	0	0	3.05875851268384e-05	0	0	0	0	0	0	0	0	0	0	2.27047783768891e-05	0	0	0	6.85316852798056e-05	0	0	0	0	0	0	0
"67"	"aadA10_1"	5.75958447216026e-05	0	1.90459384820639e-05	5.47426041853067e-05	0	0	0	0	0.000636220092491529	0	0.000393547054939169	0.000196941422970838	0	0	0	0	0.00153945318622825	9.88449644973278e-05	0	6.50516207843646e-05	0.000760094449138823	0	6.19451434725949e-05	0	7.98151191603449e-05	0.0001360358029273	0	0.000714216904891352	6.11644042390427e-05	0	2.10751778416565e-05	5.71272091629669e-05	0.000108306808714563	0.000234215657173285	0.000123957652974852	0	0.000102354869170006	5.76786025418436e-05	0	0	0	6.33738127389429e-05	9.21326605016755e-05	0.000206453799393401	0.000136100642359681	0.000141456253551333	0	0.000119061369641794	0	0.000148943156424649	0	5.08375855342377e-05	5.57407185007571e-05	0	0	0	0	6.0414958178726e-05	0	0	2.97351451999965e-05	0	0	0.00233491596743823	0.00018363007078343	9.61981131427236e-05	0.000168678430782368	0.00304284657867898	0	0.000151698341740114	4.63519537559199e-05	0.000363694567648931	0.000227839198195395	0.00027645660542345	0.000154159524275721	0	0.000133371092941465	0.000113339232861194	0.000169080009319163	0.000173370211654069	0.000137264976622839	9.03814319447185e-05	0.00012191756377674	0	0	0	0	0	0	0	6.28026250518529e-05	7.65683687914488e-05	0	0	0.000180978416326039	0.000249762617391133	0.000169572220599541	0.00102962428953373	0.000246361804065898	0.000233311783808574	8.5176953461525e-05	0.000842840372053821	0.0024703747526417	0.00125060804725674	0.00201841347796234	0.0018488999388388	0.00132058532278655	0.000917355912202487	0	0.000850540203488982	0.000348284261611792	0.000601975191617303	6.65797498296164e-05	0.000356551001308125	0.000552557023406411	0.000177209480016754	9.77720418179911e-05	0.000833456457582749	0.000492143598553993	0.000880997960928313	0.000108111815557873	0.000163985948959799	0.000319984308301972	0.00114616429757754	0.000781894809355767	0.000227864502415541	0.000131494365842122	7.73024147768485e-05	0.000267857857227588	0.000309501909599986	0.000769975482359641	0.000371668367170118	0.000387321459583194	0.000508173988025479	0	0	0.000600592870962622
