"BFH12_S130"	"BH09_S83"	"BFH35_S153"	"BSE93_S121"	"BH47_S108"	"BH52_S112"	"BH36_S101"	"BFH33_S151"	"BFH9_S127"	"FH6_S167"	"BH10_S84"	"BFH15_S133"	"BFH22_S140"	"BFH31_S149"	"BH50_S111"	"BH30_S94"	"BFH32_S150"	"BFH6_S125"	"BFH8_S126"	"BSE100_S122"	"BFH20_S138"	"BFH21_S139"	"BFH14_S132"	"BFH24_S142"	"FH1_S162"	"BH34.B_S99"	"BH34.A_S98"	"BH06_S81"	"BSE79_S120"	"BH20_S88"	"BFH17_S135"	"BH31_S95"	"BH11_S85"	"BFH36_S154"	"BH22_S89"	"BFH38.B_S157"	"BH45_S106"	"BH61_S116"	"FH5_S166"	"BFH25_S143"	"BFH41_S160"	"BFH18_S136"	"BH59_S114"	"BH13_S86"	"BH03_S78"	"BH38_S103"	"BFH40_S159"	"BH33_S97"	"BH32_S96"	"BFH13_S131"	"BFH4_S124"	"BFH10_S128"	"BFH39_S158"	"BFH19_S137"	"BH37_S102"	"FH8_S169"	"BH04_S79"	"BH25_S91"	"BH01_S76"	"BFH23_S141"	"BH58_S113"	"BFH38.A_S156"	"BH14_S87"	"BSE74_S119"	"BH05_S80"	"BFH1_S123"	"FH3_S164"	"BH63_S118"	"BH48_S109"	"BFH34_S152"	"BFH28_S146"	"BH07_S82"	"BFH11_S129"	"BH44_S105"	"FH10_S171"	"FH9_S170"	"BFH27_S145"	"BFH29_S147"	"FH7_S168"	"BFH16_S134"	"FH4_S165"	"BH02_S77"	"BH29_S93"	"BH39_S104"	"BH60_S115"	"BH62_S117"	"BH27_S92"	"BFH26_S144"	"BH35_S100"	"BFH37_S155"	"FH2_S163"	"BFH42_S161"	"BH46_S107"	"BH24_S90"	"BH49_S110"	"BFH30_S148"
"aac(6')-Iz_2_AB971834"	0	0	0	0	0	0	0	0	0	0	2.70826562669267e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aac(6')-29b_1_AF263519"	0	0	0	0	0	0	0	0	0	0	0	0	2.94498763105195e-05	0	0	0	0	0	0	0	0	0	0	0	0.000126890378248682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76020275913712e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aac(6')-29a_1_AF263519"	2.62130068940208e-05	0	0	0	0	0	0	0	0	0	0	1.71329689721932e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000161496845043777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aac(6')-Iaa_1_NC_003197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aac(6')-Ih_2_KT778788"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aac(6')-Ix_1_AF031332"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15354889316984e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02708181302197e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aac(6')-Il_1_U13880"	0.000131065034470104	0	0.000537363560033585	0	2.64809469586632e-05	0	0.000344344712013039	0.000237394359510018	0	0	0	5.13989069165796e-05	0	2.03695027804371e-05	6.65934139113642e-05	0.148760330578512	8.52042772547182e-05	0	8.36470096194061e-05	1.79733275818685e-05	3.20317755213171e-05	6.70271236427007e-05	0	0	1.15354889316984e-05	0.00012343502027861	2.64798951396152e-05	0	0	0	0	0.000174492822834682	0	0.00101122161461657	0	5.77622889269692e-05	2.36787270316348e-05	0	0	0.000350374263417742	8.47026935456547e-05	0.000112561909049977	0	0	5.66620392667932e-05	4.38846710843902e-05	3.31873091729723e-05	0.000146511559762065	0.00012165943468916	0	0	1.57119064827326e-05	7.94874648267968e-05	0.00979691570042184	0.000123046634674542	0.000973751058425064	0	0	2.22553579774331e-05	4.57561198810341e-05	0	0.000184647850171459	0	0	1.98562408164886e-05	0.000141502759303806	0	0	2.97371238253836e-05	0.000574225479204834	0.00123844359321448	0	3.49338876176835e-05	7.74737364033593e-05	0	3.85222851419546e-05	0	0.00107463654980839	0.00126151129052605	1.79025385799706e-05	0	0.00145137880986938	0.00403162304324546	0.00372009241492736	0	0	0.00170940170940171	7.99952002879827e-05	1.37670883984746e-05	2.86882306533745e-05	0	1.19032031519682e-05	5.87311142760656e-05	0	2.7198672704772e-05	6.9910514541387e-05
"aac(6')-Ia_2_M86913"	0	0	0.000100755667506297	0	0	0	0	0	0	0	0	0	0	0	0	0.00275482093663912	0	1.446006131066e-05	0	0	0	1.11711872737835e-05	0	0	1.15354889316984e-05	0	0	0	0	0	0	0	0	0	0	5.77622889269692e-05	0	0	0	0	0	0	0	0	0	0	0	5.86046239048261e-05	4.05531448963867e-05	0	0	0	0	0.00018441253083147	0	0	0	0	0	4.57561198810341e-05	0	5.27565286204168e-05	0	0	0	0	2.02708181302197e-05	0	2.97371238253836e-05	0	5.76020275913712e-05	0	0	0	0	0	0	0	0	0	0	0	3.14970550253551e-05	0	0	0	0	5.9996400215987e-05	0	0	0	0	0	0	2.7198672704772e-05	0
"aac(6')-Iag_1_AB472901"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aac(2')-IIa_1_AB669090"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"kamB_1_AJ629123"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"grmO_1_AY524043"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fmrO_1_Q08325"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91588675255512e-05	0	0	0	0	0	0	0	0	0	0	0	0
"grmB_1_M55521"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"grmA_1_M55520"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"kgmB_1_S60108"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sgm_1_M87057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aph(3')-VI_2_APPJ01000012"	0	0	0	0	2.64809469586632e-05	0	0	0.000237394359510018	0	0.000143706182445263	0	0	0	0	0	0	0	0	0	0	1.60158877606586e-05	0	0	0	4.61419557267935e-05	0	0	2.91269205563242e-05	0	0	0	0	0	0	0	5.77622889269692e-05	0	0	4.57833531727864e-05	0	1.41171155909425e-05	3.75206363499925e-05	0	0	0	0	3.31873091729723e-05	0	0	0	0	0	1.58974929653594e-05	0	0	0	0	0	0	0	0	5.27565286204168e-05	0	0	0	0	4.05416362604395e-05	0	0	0	2.88010137956856e-05	0	0	0	0	0	0	0.000223037774488534	0	0	5.1915688921192e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3599336352386e-05	0.000104865771812081
"aph(3')-IX_1_APPN01000061"	0	0	0	0	0	0	0	4.74788719020036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ant(6)-Ia_5_AB247327"	0	0	0	0	0.000238328522627969	2.38140598209183e-05	0.000160694198939418	9.49577438040072e-05	0.000102398689296777	1.02647273175188e-05	2.70826562669267e-05	0	8.83496289315585e-05	2.03695027804371e-05	0.000399560483468185	0.00413223140495868	6.39032079410386e-05	4.33801839319799e-05	0.000292764533667921	0	1.60158877606586e-05	0	0	0	0.000115354889316984	0.000229236466231705	0.000158879370837691	0.000101944221947135	0	0	0	5.51029966846364e-05	1.12618953769919e-05	0	0	0.000250303252016867	2.36787270316348e-05	0.000265957446808511	0	0	0.000225873849455079	0.00015008254539997	0	0	0	0.000219423355421951	0.000696933492632417	2.9302311952413e-05	0.00012165943468916	0	5.17759138448794e-05	4.71357194481978e-05	0.000620002225649015	2.30515663539337e-05	0	4.23370025402202e-05	0	1.6844658558771e-05	0	0	6.2266500622665e-05	0.000342917436032709	2.41855515515031e-05	0	5.95687224494659e-05	0	0.000425687180734614	0	0.000178422742952302	0	5.76020275913712e-05	0	3.49338876176835e-05	3.09894945613437e-05	0	0.000115566855425864	0	0.000202761613171394	0	8.95126928998532e-05	0.00347835115771986	0	3.14970550253551e-05	0.000234953205153307	0.000112229246941753	0.000346294647274166	0.00170940170940171	1.99988000719957e-05	6.8835441992373e-05	1.43441153266872e-05	0.000605319080430163	4.76128126078728e-05	0.000102779449983115	0	0.000122394027171474	0.000314597315436242
"aadA13_2_NC010643"	0.000524260137880416	0	0.000235096557514694	4.05367059872715e-05	0.00447528003601409	0.00250047628119642	0.000573907853355065	0.000664704206628051	0.000230397050917748	0	0	0.000873781417581853	0.000206149134173636	2.03695027804371e-05	0.000299670362601139	0.0606060606060606	0.000276913901077834	0.00010122042917462	0.00397323295692179	0.00012581329307308	0.000304301867452513	0	4.4930694403882e-05	0	3.46064667950951e-05	0.000282137189208253	0.000304518794105575	8.73807616689725e-05	0	0	0	0.000459191639038636	1.12618953769919e-05	9.81768557880165e-06	0	0.000154032770471918	0.000142072362189809	0.000556092843326886	4.57833531727864e-05	0.00117853161331422	0.000239990965046022	0.000712892090649857	0.000603181783910126	0.000189835656560178	0.000453296314134346	0.000394962039759512	0.000464622328421612	0.00029302311952413	0.00141936007137354	0.000573513246562903	0.000362431396914156	0.000848442950067561	0.000381539831168625	0.000161360964477536	0.000319921250153808	4.23370025402202e-05	1.61462201698582e-05	0	0.00983686822602542	0.000320292839167239	0.00049813200498132	0.000553943550514376	9.67422062060125e-05	0	7.94249632659545e-05	0.0010966463846045	0.000121624908781318	0	0.00101106221006304	0.000109376281753302	0.000432015206935284	0.000106367136809411	0.000104801662853051	0.000154947472806719	2.0555829633284e-05	7.70445702839092e-05	0	0.000283866258439952	0.000108129539187947	0.000250635540119589	0.000155747066763576	0.0203193033381713	0.00135437336609027	0.000274112072678858	0.000187048744902922	0.000296823983377857	0.11965811965812	0.000159990400575965	0.00050938227074356	5.73764613067489e-05	3.86373881125636e-05	5.9516015759841e-05	0.00118930506409033	0	0.000299185399752492	0.000174776286353468
