"BFH12_S130"	"BH09_S83"	"BFH35_S153"	"BSE93_S121"	"BH47_S108"	"BH52_S112"	"BH36_S101"	"BFH33_S151"	"BFH9_S127"	"FH6_S167"	"BH10_S84"	"BFH15_S133"	"BFH22_S140"	"BFH31_S149"	"BH50_S111"	"BH30_S94"	"BFH32_S150"	"BFH6_S125"	"BFH8_S126"	"BSE100_S122"	"BFH20_S138"	"BFH21_S139"	"BFH14_S132"	"BFH24_S142"	"FH1_S162"	"BH34.B_S99"	"BH34.A_S98"	"BH06_S81"	"BSE79_S120"	"BH20_S88"	"BFH17_S135"	"BH31_S95"	"BH11_S85"	"BFH36_S154"	"BH22_S89"	"BFH38.B_S157"	"BH45_S106"	"BH61_S116"	"FH5_S166"	"BFH25_S143"	"BFH41_S160"	"BFH18_S136"	"BH59_S114"	"BH13_S86"	"BH03_S78"	"BH38_S103"	"BFH40_S159"	"BH33_S97"	"BH32_S96"	"BFH13_S131"	"BFH4_S124"	"BFH10_S128"	"BFH39_S158"	"BFH19_S137"	"BH37_S102"	"FH8_S169"	"BH04_S79"	"BH25_S91"	"BH01_S76"	"BFH23_S141"	"BH58_S113"	"BFH38.A_S156"	"BH14_S87"	"BSE74_S119"	"BH05_S80"	"BFH1_S123"	"FH3_S164"	"BH63_S118"	"BH48_S109"	"BFH34_S152"	"BFH28_S146"	"BH07_S82"	"BFH11_S129"	"BH44_S105"	"FH10_S171"	"FH9_S170"	"BFH27_S145"	"BFH29_S147"	"FH7_S168"	"BFH16_S134"	"FH4_S165"	"BH02_S77"	"BH29_S93"	"BH39_S104"	"BH60_S115"	"BH62_S117"	"BH27_S92"	"BFH26_S144"	"BH35_S100"	"BFH37_S155"	"FH2_S163"	"BFH42_S161"	"BH46_S107"	"BH24_S90"	"BH49_S110"	"BFH30_S148"
"blaOXA-35_1_AF315786"	0.00272615271697816	0	0.00137699412258606	6.08050589809072e-05	2.64809469586632e-05	0.000190512478567346	0.000183650513073621	0.00118697179755009	0.000230397050917748	0	0	0.000308393441499477	0.000706797031452468	0.00014258651946306	3.32967069556821e-05	0.0303030303030303	0.000639032079410386	0.00164844698941524	0.00221664575491426	0	0.000624619622665684	3.35135618213504e-05	0	0	9.2283911453587e-05	0.000105801445953095	5.29597902792305e-05	1.45634602781621e-05	0	1.02998279928725e-05	4.84830854635589e-05	2.75514983423182e-05	0	0	4.87258198119183e-05	0.000134778674162928	4.73574540632696e-05	0	0	0.000445930880713489	0.000169405387091309	0.00060033018159988	7.53977229887657e-05	0.000433910072137549	0.000141655098166983	6.58270066265853e-05	0.000464622328421612	2.9302311952413e-05	4.05531448963867e-05	1.59309235156362e-05	0.000517759138448794	0.000502781007447444	0.000365642338203265	0.000899011087803416	7.3827980804725e-05	0	0	0	2.22553579774331e-05	9.15122397620682e-05	0.000186799501867995	0.000342917436032709	0	0	1.98562408164886e-05	0.000318381208433564	8.10832725208789e-05	0	0.000208159866777685	0.000191408493068278	0.000432015206935284	4.25468547237645e-05	0.00153709105517808	1.54947472806719e-05	0	0	0	0.000243313935805673	0	7.16101543198826e-05	0	0.0058055152394775	0.000566946990456392	0.000430747542781063	3.74097489805843e-05	0	0.0358974358974359	0.000239985600863948	5.50683535938984e-05	1.43441153266872e-05	9.01539055959817e-05	2.38064063039364e-05	7.3413892845082e-05	0	0.000163192036228632	8.73881431767338e-05
"blaOXA-36_1_AF300985"	0.000209704055152167	0	0.000134340890008396	2.02683529936357e-05	0.00153589492360247	0.000119070299104591	0.000665733109891876	0.000142436615706011	7.67990169725828e-05	0	2.70826562669267e-05	0.000359792348416057	0.00103074567086818	2.03695027804371e-05	0.000199780241734093	0.0509641873278237	4.26021386273591e-05	0.00011568049048528	0.000376411543287328	0	0.00011211121432461	1.11711872737835e-05	0	0	0.000415277601541141	0.00116381590548404	0.000609037588211151	1.45634602781621e-05	0	0	0	0.000652052127434864	0	1.96353711576033e-05	0	1.92540963089897e-05	0.000213108543284713	0.000290135396518375	2.28916765863932e-05	9.55566172957477e-05	1.41171155909425e-05	0.000375206363499925	0.000904772675865189	5.42387590171937e-05	0.000283310196333966	0.000241365690964146	6.63746183459445e-05	0.000556743927095848	0.000567744028549414	0.000143378311640726	0.000362431396914156	3.14238129654652e-05	0	2.30515663539337e-05	0.000172265288544358	6.35055038103302e-05	0	0	2.22553579774331e-05	0.000114390299702585	0.00211706102117061	0.000105513057240834	0.000217669963963528	0	0.000833962114292522	0.000176878449129758	6.08124543906592e-05	0	0.000416319733555371	8.20322113149763e-05	0.000201607096569799	2.12734273618823e-05	0.000384272763794519	0.00017044222008739	0	0.000808967987981047	0	6.08284839514183e-05	1.80215898646579e-05	1.79025385799706e-05	0.00012978922230298	0.0145137880986938	0.00107089987086207	0.000117476602576653	0.000336687740825259	0.000247353319481547	0.0273504273504274	0.000459972401655901	0.000165205060781695	7.17205766334361e-05	0.000244703458046236	9.52256252157456e-05	0.000102779449983115	0	0.000462377435981124	0.000104865771812081
"blaOXA-37_1_AY007784"	0	0	0	0	2.64809469586632e-05	0	0	0	0	0	0	0	2.94498763105195e-05	0	0	0	0	0	0	0	0	0	0	0	4.61419557267935e-05	1.76335743255158e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162716277051581	0	0	3.31873091729723e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101354090651099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341880341880342	3.99976001439914e-05	1.37670883984746e-05	0	5.15165174834181e-05	0	0	0	0	0
"blaOXA-42_1_AJ488302"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-43_1_AJ488303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-45_1_AJ519683"	0	0	0	0	0	0	0	0	0	2.05294546350376e-05	0	1.71329689721932e-05	0	0	0	0	0.000127806415882077	1.446006131066e-05	0	0	0	0	0	0	1.15354889316984e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82342311818849e-05	3.75206363499925e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.35055038103302e-05	0	0	0	0	0	0	0	0	0	0	4.05416362604395e-05	0	0	0	0	0	1.74669438088418e-05	0	0	0	0	2.02761613171394e-05	7.20863594586314e-05	0	5.1915688921192e-05	0	0	0	0	0	0	0	0	0	1.28791293708545e-05	0	0	0	0	1.74776286353468e-05
"blaOXA-46_1_AF317511"	0.000183491048258146	5.01567398119122e-05	0.00268681780016793	0.000121610117961814	0.000794428408759897	0	0.00052799522508666	0.000807140822334061	7.67990169725828e-05	0	0.000541653125338533	0.00263847722171775	0.000353398515726234	6.11085083413114e-05	0.000466153897379549	0.0426997245179063	0.00125676308950709	0.00010122042917462	0.0201589293182769	7.1893310327474e-05	0.000768762612511612	4.46847490951338e-05	0.000146024756812617	3.02292891582654e-05	2.30709778633967e-05	0.000176335743255158	7.94396854188457e-05	2.91269205563242e-05	0	3.08994839786176e-05	7.27246281953383e-05	6.42868294654091e-05	1.12618953769919e-05	3.92707423152066e-05	0	0.000596876985578682	0.000568289448759235	0.000120889748549323	2.28916765863932e-05	0.00751712056059882	0.000889378282229375	0.00382710490769923	0.000226193168966297	0.000298313174594565	0.00269144686517268	0.000219423355421951	0.0021571750962432	8.79069358572391e-05	0.000973275477513281	0.000844338946328719	0.00077663870767319	0.00381799327530403	0.00125590194426339	0.000230515663539338	0.000270702596283992	0	1.61462201698582e-05	0	4.45107159548661e-05	0.0030885380919698	0.00037359900373599	0.00105513057240834	0.000241855515515031	0	0	0.00123814914390831	2.02708181302197e-05	0	0.000535268228856905	0.000820322113149763	0.000316811151752542	0.000106367136809411	0.000262004157132626	0.000325389692894109	0	0	0	0.000669113323465601	0	0.00207669447527659	0	0.0638606676342525	0.000724432265583168	0.0112385949798332	3.74097489805843e-05	2.47353319481547e-05	0.0632478632478632	0.000459972401655901	0.000247807591172543	5.73764613067489e-05	7.72747762251272e-05	0.000154741640975587	0.000234924457104262	0	0.000299185399752492	0.00101370246085011
"blaOXA-47_1_AY237830"	2.62130068940208e-05	0	0.000302267002518892	0	0.000264809469586632	2.38140598209183e-05	0.000160694198939418	0.000189915487608014	0	0	0.000135413281334633	0	2.94498763105195e-05	0.00028517303892612	9.98901208670463e-05	0.0261707988980716	0.000213010693136795	0	0	0	4.80476632819757e-05	0	0	0	1.15354889316984e-05	7.05342973020631e-05	3.97198427094229e-05	0	0	0	0	0.000137757491711591	0	3.92707423152066e-05	0	0.000269557348325856	0.000307823451411252	0.000120889748549323	0	6.37044115304985e-05	9.88198091365972e-05	3.75206363499925e-05	0.00746437457588781	0.000379671313120356	5.66620392667932e-05	0	0.000530996946767556	5.86046239048261e-05	4.05531448963867e-05	1.59309235156362e-05	0	0	0.000158974929653594	0.000276618796247205	4.92186538698167e-05	0	0	0	0	6.86341798215511e-05	0.00815691158156912	0.000633078343445001	0	2.29621125143513e-05	0.00013899368571542	0	0	0	0.00151659331509456	8.20322113149763e-05	0.000115204055182742	8.50937094475291e-05	1.74669438088418e-05	0.000123957978245375	0	0.000192611425709773	3.71650499869922e-05	0.000182485451854255	0	0.000107415231479824	0	0.00145137880986938	0.000724432265583168	0.000274112072678858	0.00396543339194194	0	0.0495726495726496	1.99988000719957e-05	9.63696187893222e-05	2.86882306533745e-05	0	0.000142838437823618	0	1.64663263625885e-05	0.000258387390695334	0.000157298657718121
"blaOXA-48_1_AY236073"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58974929653594e-05	2.30515663539337e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-49_1_AY288523"	0	0	0	0	0	0	0	4.74788719020036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18522057652492e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.58974929653594e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121656967902837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-50_1_AY306130"	0	0	0.000403022670025189	0	0	0	0	0	0	0	5.41653125338533e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21207713658897e-05	0	0	0	0	0	0	0	0	3.18522057652492e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.58974929653594e-05	0	0	0	0	0	0	0	0.00012453300124533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00170319755063971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7198672704772e-05	1.74776286353468e-05
"blaOXA-51_1_DQ385606"	0	0	0	0	0	0	0	0.000189915487608014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41171155909425e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88010137956856e-05	0	0	0	0	0	0	2.02761613171394e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7198672704772e-05	0
"blaOXA-53_1_AY289608"	5.24260137880416e-05	0	0	0	2.64809469586632e-05	0	2.29563141342026e-05	0	0	0	0	0.000205595627666318	0	0	0	0.00137741046831956	4.26021386273591e-05	0	0	0	3.20317755213171e-05	0	0	0	1.15354889316984e-05	1.76335743255158e-05	1.32399475698076e-05	0	0	0	0	3.67353311230909e-05	0	9.81768557880165e-06	0	1.92540963089897e-05	0	0	0	0	0	0	0	0	5.66620392667932e-05	0	0	0	0	0	5.17759138448794e-05	0	0	4.61031327078675e-05	0	0	0	0	6.67660739322992e-05	2.2878059940517e-05	0	7.91347929306252e-05	0	0	0	0	0	0	5.94742476507672e-05	0	2.88010137956856e-05	0	0	0	0	3.85222851419546e-05	0	0	0	0	0	0.00145137880986938	6.29941100507103e-05	0	3.74097489805843e-05	0	0.00683760683760684	0.000119992800431974	1.37670883984746e-05	0	0	0	0	0	1.3599336352386e-05	0
"blaOXA-54_1_AY500137"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-55_1_AY343493"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-56_1_AY445080"	0.00558337046842643	0	0.00392947103274559	0.000162146823949086	0.000317771363503959	0.000595351495522957	0.000665733109891876	0.00284873231412022	0.000537593118808079	0	2.70826562669267e-05	0.000822382510665273	0.00379903404405702	0.000203695027804371	0.000133186827822728	0.0853994490358127	0.00230051548587739	0.0060298455665452	0.00602258469259724	3.5946655163737e-05	0.00163362055158717	0.000122883060011618	8.9861388807764e-05	3.02292891582654e-05	1.15354889316984e-05	0.000299770763533768	0.00022507910868673	1.45634602781621e-05	1.09755026780227e-05	1.02998279928725e-05	0.000109086942293008	8.26544950269546e-05	1.12618953769919e-05	4.90884278940083e-05	2.43629099059592e-05	0.000519860600342723	0.000378859632506156	9.67117988394584e-05	2.28916765863932e-05	0.00175187131708871	0.000945846744593145	0.00142578418129971	0.000452386337932594	0.00241362477626512	0.000198317137433776	0.000482731381928292	0.00139386698526483	0.000117209247809652	0.000527190883653027	0.000111516464609453	0.00144972558765662	0.00136693586399774	0.001017439549783	0.00345773495309006	7.3827980804725e-05	2.11685012701101e-05	0	0	0	0.000366048959048273	0.000560398505603985	0.000870482722236877	4.83711031030063e-05	0	1.98562408164886e-05	0.00088439224564879	4.05416362604395e-05	3.22092311656521e-05	0.000297371238253836	0.0015039238741079	0.00158405575876271	0.000127640564171294	0.00420953345793087	7.74737364033593e-05	0	0	1.85825249934961e-05	0.000588008678197044	1.80215898646579e-05	0.000125317770059794	5.1915688921192e-05	0.00725689404934688	0.00248826734700306	0.00164467243607315	0.000336687740825259	7.42059958444642e-05	0.2	0.000839949603023819	0.000261574679571018	0.000100408807286811	0.000180307811191963	0.000166644844127555	0.000146827785690164	1.64663263625885e-05	0.000299185399752492	0.000332074944071588
"blaOXA-57_1_AJ631966"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-58_1_AY665723"	2.62130068940208e-05	0	0.000537363560033585	2.02683529936357e-05	0	2.38140598209183e-05	0.000941208879502307	0.0116798024878929	0	1.02647273175188e-05	2.70826562669267e-05	3.42659379443864e-05	0.000206149134173636	8.14780111217485e-05	0.000249725302167616	0	0.000298214970391514	0.00121464515009544	0.000585529067335843	1.79733275818685e-05	0.000208206540888561	2.23423745475669e-05	0	0	0.00340296923485102	1.76335743255158e-05	0	1.45634602781621e-05	0	0	0.000109086942293008	0	0	0.000922862444407355	2.43629099059592e-05	0.00591100756685985	2.36787270316348e-05	2.41779497098646e-05	2.28916765863932e-05	0.000987418378722726	0.00091761251341126	0.000712892090649857	0	0	0	8.77693421687804e-05	0.00122793043939997	0	0.00109493491220244	3.18618470312724e-05	0.000103551827689759	1.57119064827326e-05	0.00157385180357058	0.00458726170443282	4.92186538698167e-05	0.00472057578323455	0	0	0	2.2878059940517e-05	6.2266500622665e-05	0.00933790556581377	4.83711031030063e-05	2.29621125143513e-05	5.95687224494659e-05	3.53756898259516e-05	0.000628395362036812	0	0.000267634114428452	0.000328128845259905	0.00538578957979321	2.12734273618823e-05	3.49338876176835e-05	1.54947472806719e-05	0	0.00050078970684541	3.71650499869922e-05	0.000304142419757092	0.00178413739660113	0.000501271080239178	0.000181704911224172	0	0	3.91588675255512e-05	0	2.47353319481547e-05	0.00170940170940171	0	0	1.43441153266872e-05	0.00279477107347543	8.33224220637774e-05	0	0	4.0798009057158e-05	0.000104865771812081
"blaOXA-59_1_AJ632249"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-60_1_AF525303"	0	0	0	0	0	4.76281196418365e-05	0	0	0	0	0	0	0	0	0	0.00137741046831956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125988220101421	0	3.74097489805843e-05	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-61_1_AY587956"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-62_1_AY423074"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73440704383254e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-63_1_AY619003"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46827785690164e-05	0	0	0
"blaOXA-64_1_AY750907"	0	2.50783699059561e-05	0	2.02683529936357e-05	0	0	0	0.000142436615706011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02761613171394e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7198672704772e-05	0
"blaOXA-65_1_AY750908"	0	0	0	0	0	0	0	4.74788719020036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-66_1_AY750909"	0	0	0	0	0	0	0	9.49577438040072e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-67_1_DQ491200"	0	0	0	2.02683529936357e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18522057652492e-05	1.41171155909425e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88010137956856e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-68_1_AY750910"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-69_1_AY859527"	0	0	0	0	0	0	0	9.49577438040072e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-70_1_AY750912"	0	0	0	0	0	0	0	0.000142436615706011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18522057652492e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73440704383254e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3599336352386e-05	0
"blaOXA-71_1_AY750913"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-72_1_AY739646"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-73_1_AY762325"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202761613171394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74776286353468e-05
"blaOXA-74_1_EU161636"	0.000209704055152167	2.50783699059561e-05	0.00164567590260285	0.000182415176942722	0.000662023673966581	0.000904934273194894	0.00254815086889649	0.00280125344221821	0.000204797378593554	3.07941819525564e-05	2.70826562669267e-05	0.000102797813833159	0.000883496289315585	0.00217953679750677	0.000599340725202278	0.0482093663911846	0.000894644911174541	0.000187980797038579	0.000250941028858218	0	0.000944937377878856	7.81983109164842e-05	0.000336980208029115	0	0.000380671134746046	0.000846411567624758	0.000569317745501728	0.000101944221947135	1.09755026780227e-05	0	0.000121207713658897	0.000312250314546273	0	0.000186536025997231	0	0.000250303252016867	0.00120761507861337	0.000217601547388781	0	0.00152890587673196	0.000324693658591677	0.000262644454449947	0.0028651134735731	0.000813581385257905	0.00101991670680228	0.00298415763373854	0.000497809637594584	0.000205116183666891	0.000486637738756641	4.77927705469086e-05	0.000103551827689759	7.85595324136631e-05	0.000381539831168625	0.00036882506166294	0.0020671834625323	0.00012701100762066	1.61462201698582e-05	1.6844658558771e-05	0.000333830369661496	0.00123541523678792	0.00255292652552927	0.000633078343445001	2.41855515515031e-05	0	9.92812040824431e-05	0.000495259657563322	8.10832725208789e-05	0	0.00359819198287142	0.000437505127013207	0.00322571354511679	0.000148913991533176	0.000192136381897259	0.000712758374910905	0	0.000154089140567818	0	0.000628561000831323	7.20863594586314e-05	0.000626588850298972	0.000155747066763576	0.34978229317852	0.00148036158619169	0.000548224145357716	0.00164602895514571	0.000123676659740774	0.0735042735042735	0.00239985600863948	0.00144554428183983	0.00207989672236965	0.000218945199304527	4.76128126078728e-05	0.00073413892845082	0	0.000693566153971686	0.000454418344519016
"blaOXA-75_1_AY859529"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-76_1_AY949203"	0	0	0	4.05367059872715e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"blaOXA-77_1_AY949202"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43441153266872e-05	0	0	0	0	0	0
"blaOXA-78_1_AY862132"	0	0	0	2.02683529936357e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3599336352386e-05	0
